train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total
train,DELL LC ,3,memory,An error occurred during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .,,0,1,1,1
train,DELL LC ,2,fan,arg1 RPM is greater than the upper critical threshold.,,0,1,1,1
test,DELL LC ,2,board,The control panel temperature is outside of range.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",PCIe downtrain is detected on arg1 . Expected link width: arg2 Actual link width: arg3 .,,0,1,1,1
train,HPE IML,3,memory,NVDIMM Error: Persistent Memory AddressRange Scrub error threshold exceeded onProcessor %1,,0,1,1,1
test,DELL LC ,3,nic,The network link connection status of InfiniBand in Slot 2. port 1. is unavailable (down),,0,1,1,1
train,DELL LC ,3,memory,Memory - Memory error detect.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",Fabric mismatch is detected in the I/O Module arg1 .,,0,1,1,1
train,syslog,3,file system,mount: mount.nfs: Connection out,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 107 (<none>)[path], [err 79] Can not access a needed shared library",,0,1,1,1
train,DELL LC ,2,"bios, firmware, driver",The BIOS watchdog timer reset the system.,,0,1,1,1
train,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd.c:[kNUM]:kiblnd_dev_failover()) Failed to bind ens[eth ID]:[ip] to device([NUM]b[NUM]:) -19,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.,,0,1,1,1
test,DELL LC ,3,power,The system performance degraded because of user-defined power capacity has changed.,,0,1,1,1
test,HPE IML,3,memory,NVDIMM Error - NVDIMMs cannot be initializeddue to internal error (Code : %1). NVDIMMfunctionality might be impacted,,0,1,1,1
train,HPE IML,3,memory,"DIMM Initialization Error - Processor %1 Channel%2. The identified memory channel could not beproperly trained and has been mapped out.(Major Code:%3, Minor Code:%4).",,0,1,1,1
train,syslog,3,file system,mmfs: [E] Remote host [ip] [agpu NODE ID] <c0n[interface ID]> refused connection IP address [ip] was not in node list file,,0,1,1,1
test,syslog,3,file system,mmfs: [E] Connection [ip] timed out,,0,1,1,1
train,DELL LC ,3,power,Chassis Management Controller is unable to turn on server- arg1 because PSU redundancy is lost and the available power is insufficient.,,0,1,1,1
train,syslog,3,switch,nv-fabricmanager: detected NVSwitch fatal error 20034 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],,0,1,1,1
train,syslog,3,file system,mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,,0,1,1,1
train,DELL LC ,3,power,Power supply redundancy is lost.,,0,1,1,1
train,DELL LC ,2,cpu,CPU arg1 : arg2 exception occurred.,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] Timeout executing mmQuorumLossExit command ""[path]"" args ""[path] mmquorumlossexit sr06.[sth NODE ID] "" with delay 104.857500 secs, num read status 20",,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM] 64bit pref],,0,1,1,1
test,DELL LC ,2,"voltage, current",The system board arg1 voltage is greater than the upper critical threshold.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A PCI parity error was detected on a component at slot arg1 .,,0,1,1,1
train,DELL LC ,3,memory,Memory device at location arg1 is disabled.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The IO Module in slot arg1 is not responding to data requests due to communication error.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",root: nv_peer_mem: Error: the following required module is not loaded: nvidia,,0,1,1,1
train,DELL LC ,2,cpu,Unsupported processor(s) are installed.,,0,1,1,1
test,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [systemd:[NUM],,0,1,1,1
train,DELL LC ,2,board,Inlet temperature is above critical level for extended duration.,,0,1,1,1
train,DELL LC ,2,"voltage, current",Processor module arg1 voltage is outside of range.,,0,1,1,1
train,DELL LC ,2,fan,Fan arg1 RPM is greater than the upper critical threshold.,,0,1,1,1
train,DELL LC ,3,memory,Multi-bit memory errors detected on a memory device at location(s) arg1 .,,0,1,1,1
train,HPE IML,3,memory,Data failed to load from the NVDIMM to volatilememory,,0,1,1,1
train,syslog,3,storage,kernel: nvme nvme1: Removing after probe failure status: -19,https://bugzilla.kernel.org/show_bug.cgi?id=205645,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) Log inconsistent (didn't find previous h[kNUM]r),,0,1,1,1
train,syslog,3,service,systemd: gpfs.service: Failed with result 'exit-code'.,,0,1,1,1
test,DELL LC ,3,power,The input power supply is not available.,,0,1,1,1
test,HPE IML,3,storage,A read error occurred on the Flash Media in Slot%1 of a USB storage device attached to thesystem,,0,1,1,1
train,syslog,3,gpu,kernel: NVRM: No NVIDIA devices probed,,0,1,1,1
train,syslog,3,os,"dracut: dracut module 'ifcfg' will not be installed, because it's in the list to be omitted!",,0,1,1,1
train,DELL LC ,3,"bios, firmware, driver",Failed to program virtual MAC address on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,syslog,3,cpu,kernel: smpboot: CPU [CPU NUM] Converting physical 0 to logical die 1,https://forum.proxmox.com/threads/missing-cpu-cores.27219/,0,1,1,1
train,DELL LC ,3,"setting, config",MRC fatal error.,,0,1,1,1
train,HPE IML,3,storage,Drive Type 7 Signals 5 Bus 207 is Invalid NVMe Drive Port 4B Box 1 Bay 4,,0,1,1,1
train,DELL LC ,2,"voltage, current",The system board arg1 voltage is outside of range.,,0,1,1,1
train,syslog,3,os,"gdm: GdmDisplay: session registered, failing",,0,1,1,1
train,syslog,3,file system,"mmfs: [E] sdrServ: Communication [path] 120 (<none>)[path], [err 79] Can not access a needed shared library",,0,1,1,1
train,syslog,2,os,kernel: BUG: Bad rss-counter state mm:[kNUM] idx:0 val:-1,https://access.redhat.com/solutions/6340791,0,1,1,1
train,HPE IML,2,battery,"Smart Storage Energy Pack discharged to belowminimum voltage, resulting in the inability of theenergy pack to recharge properly (Energy Pack%1, service information: 0x05)",,0,1,1,1
train,syslog,3,"framework, library",nvidia-persistenced: Failed to open libnvidia-cfg.so.([NUM]): libnvidia-cfg.so.([NUM]): cannot open shared object file: No such file or directory,,0,1,1,1
train,DELL LC ,3,power,Power Supply arg1 : CRC error detected.,,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_uverbs does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
test,DELL LC ,2,power,Cannot communicate with power supply arg1 .,,0,1,1,1
test,syslog,3,switch,"kernel: nvidia-nvswitch1: SXid (PCI:[device id]): 10003, Fatal, unhandled interrupt",,0,1,1,1
train,HPE IML,3,memory,Correctable Memory Error Threshold Exceeded (Processor 2. DIMM 1),,0,1,1,1
train,syslog,2,fan,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: FAN0026, Message: The System Board Fan10A sensor detected an error with a value of 0 RPM.",,0,1,1,1
train,DELL LC ,3,memory,Memory device at location arg1 is in a degraded state.,,0,1,1,1
test,syslog,3,file system,"kernel: LustreError: LOG ID:(osc_request.c:[kNUM]:brw_interpret()) lsr05-OST[kNUM]osc-[ID]: too many resent retries for object: 0:[kNUM], rc = [kNUM]",,0,1,1,1
train,HPE IML,3,storage,Enclosure induced event (enclosure power loss),,0,1,1,1
train,syslog,2,"voltage, current","Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System Board PDB_VRD_PG_ALL sensor detected an error with a value of Bad Volts.",,0,1,1,1
test,DELL LC ,2,storage,Disk drive bay temperature is greater than the upper critical threshold.,,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_WRITE",,0,1,1,1
train,HPE IML,2,power,System power fault detected (XR: %1 %2 MID:%3),,0,1,1,1
train,DELL LC ,3,"bmc, management module","CMC rebooted, because the power configuration data could not be accessed.",,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module rdma_ucm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 95, pid=[PIDNUM], Ch [kNUM]",,0,1,1,1
train,DELL LC ,3,board,One of the I2C sensor is not responding or is not working properly. The status of Sensor health is critical.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",I/O module arg1 failed to boot.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Remote host [ip] [vngpuc NODE ID] <c0n[interface ID]> refused connection IP address [ip] was not in node list file,,0,1,1,1
test,syslog,3,gpu,"NVRM: Xid (PCI:0000:84:00): 13, pid=1238, Graphics Exception: ESR 0x50d648=0xd000f 0x50d650=0x0 0x50d644=0xd3eff2 0x50d64c=0x7f",,0,1,1,1
train,DELL LC ,2,board,The sled arg1 arg2 temperature is greater than the upper critical threshold temperature.,,0,1,1,1
train,HPE IML,3,storage,Drive array cache module error,,0,1,1,1
test,syslog,2,"voltage, current","Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: VLT404, Message: The System Board PS2 PG FAIL sensor detected an error with a value of Bad Volts.",,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (0000:08:00): 58, Edc 00000003",,0,1,1,1
train,HPE IML,3,storage,Errors detected on drives during previous rebuildor background surface analysis scan.,,0,1,1,1
train,HPE IML,3,gpu,Server Critical Fault (Service Information: Standby Fault. GPU Board/Modules. GPU Board VRD (01h)),,0,1,1,1
test,syslog,3,service,systemd: libvirtd-admin.socket: Failed with result 'service-start-limit-hit'.,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: LOG ID:(obd_mount.c:[kNUM]:lustre_fill_super()) Unable to mount (-19),,0,1,1,1
train,DELL LC ,3,nic,The active Chassis Management Controller is no longer connected to an external network.,,0,1,1,1
train,syslog,3,storage,"kernel: blk_update_request: I/O error, dev nvme1n1, sector [NUM] op [ADDR]:(WRITE) flags 0x[kNUM] phys_seg [NUM] prio class 0",,0,1,1,1
train,DELL LC ,2,board,Backplane arg1 power cable disconnected.,,0,1,1,1
train,DELL LC ,2,power,Chassis Management Controller turned off the Server arg1 because of insufficient power at inventory.,,0,1,1,1
train,syslog,3,file system,abrtd: Marking '[path][ip]-[TIMESTAMP]_checked' not reportable (no 'count' item),https://forums.fedoraforum.org/showthread.php?295214-systemd-and-separate-var-partition,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) Log I/O Error Detected. Shutting down filesystem,,0,1,1,1
train,DELL LC ,3,nic,The health status of network fabric arg1 having fabric ID as arg2 is in Critical condition.,,0,1,1,1
test,syslog,3,file system,"kernel: LustreError: LOG ID:(lmv_o[kNUM]:[kNUM]:lmv_fid_alloc()) Can't alloc new fid, rc -19",,0,1,1,1
test,syslog,3,service,systemd: Failed to start NVIDIA Persistence Daemon.,,0,1,1,1
train,DELL LC ,2,power,The power supply unit (PSU) arg1 is disabled because of a capacity mismatch and therefore the PSU is not supported on the server.,,0,1,1,1
train,DELL LC ,3,storage,Bad block replacement error on arg1 .,,0,1,1,1
train,syslog,3,service,"systemd: LSF.mount: Mount process exited, code=exited status=32",,0,1,1,1
train,HPE IML,3,memory,DIMM Initialization Error: Processor %1 DIMM%2,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Smart Array: The following logical drivesare failed: %2.,,0,1,1,1
train,syslog,3,"bios, firmware, driver","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A problem was detected related to the previous server boot. Date and time of event: Sat Apr 23 06:56:14 2022.",,0,1,1,1
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 62, pid=[PIDNUM], [kNUM]([kNUM]) [kNUM] [kNUM]",,0,1,1,1
test,syslog,3,file system,mmfs: [E] Close connection [ip] [sth NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,,0,1,1,1
train,syslog,3,storage,"kernel: Buffer I/O error on dev sdb1, logical block 124, lost async page write",,0,1,1,1
train,DELL LC ,2,"voltage, current",An output over current fault detected on power supply arg1 .,,0,1,1,1
train,HPE IML,2,power,Power supply or power backplane detection error,,0,1,1,1
train,syslog,3,file system,"mmfs: [E] Timeout executing CallExitScript command ""[path]"" args ""[path] sendRequestToNodes requestExpelData [sth NODE ID] localNode "" with delay 104.857500 secs, num read status 20",,0,1,1,1
train,HPE IML,3,"bus, io module, pci",Peripheral Component Interconnect Express(PCIe) Isolation Event Detected: A PCIe devicesignaled an error and was disabled,,0,1,1,1
train,syslog,3,file system,kernel: LustreError: [kNUM]: lsr07-MDT[kNUM]mdc-[ID]: operation to node [ip]@o2ib failed: rc = [kNUM],,0,1,1,1
train,DELL LC ,2,"voltage, current",CPU arg1 voltage regulator module is absent.,,0,1,1,1
train,DELL LC ,2,board,arg1 exceeded the maximum warning threshold.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] Timed out in [SEC] seconds waiting for a commMsgCheckMessages reply from node [ip] [sth NODE ID]. Sending expel message.,,0,1,1,1
test,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.,,0,1,1,1
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp exception (GPC 0, TPC 2, SM [NUM]:) PC Overflow",,0,1,1,1
train,DELL LC ,3,"bmc, management module",Unable to communicate with iDRAC.,,0,1,1,1
train,HPE IML,2,fan,"Fan degraded (Fan %1, Location %2)",,0,1,1,1
train,HPE IML,3,storage,Slot %1 Smart Array: Storage link errorsdetected: %2,,0,1,1,1
train,DELL LC ,3,file system,NFS Destination access denied.,,0,1,1,1
test,HPE IML,3,storage,Disk drive is overheating,,0,1,1,1
test,HPE IML,2,board,Critical temperature threshold exceeded,,0,1,1,1
train,DELL LC ,3,power,Power loss detected on the Management Module at slot arg1 due to reboot or shutdown.,,0,1,1,1
train,DELL LC ,3,storage,Consistency check for arg1 has detected multiple uncorrectable medium errors.,,0,1,1,1
train,DELL LC ,3,storage,SAS cable arg1 to expander arg2 is not connected.,,0,1,1,1
train,DELL LC ,2,"voltage, current",The arg1 voltage is less than the lower critical threshold.,,0,1,1,1
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: failed to assign [io size 0x[kNUM]],,0,1,1,1
train,HPE IML,2,power,System Board Power Protection Fault,,0,1,1,1
train,syslog,3,service,"systemd: nvidia-persistenced.service: Main process exited, code=killed, status=([NUM])[path]",,0,1,1,1
train,DELL LC ,3,storage,The Enclosure Management Module (EMM) arg1 installed in sled that is available in slot arg2 has failed.,,0,1,1,1
train,DELL LC ,2,board,Thermal - Thermal trip detected.,,0,1,1,1
train,syslog,3,"resource management, scheduler",kernel: [PID](cbnMD) over core_pipe_limit,https://access.redhat.com/solutions/2046443,0,1,1,1
test,syslog,3,file system,mmfs: [E] Close connection [ip] [stnfs NODE ID] <c0n[interface ID]>:[1] (Broken pipe). Attempting reconnect.,,0,1,1,1
train,syslog,3,service,"systemd: gdrcopy.service: Control process exited, code=exited status=1",,0,1,1,1
train,HPE IML,2,power,"%1 Inadequate power to power on: %2(Enclosure Address %3, Slot %4)",,0,1,1,1
train,DELL LC ,2,cpu,CPU arg1 temperature is less than the lower critical threshold.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",A PCI system error was detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1
train,DELL LC ,2,storage,Non-bootable diskette detected.,,0,1,1,1
train,DELL LC ,3,power,Server failed to power up due to zero power allocated.,,0,1,1,1
train,syslog,3,nic,NetworkManager: <error> [LOG ID] manager: (bond[eth ID]) couldn't create the device: Failed to create bond interface 'bond[eth ID]' for 'bond[eth ID]': wrong-type,,0,1,1,1
train,DELL LC ,2,battery,The coin cell battery in the primary CMC is not working.,,0,1,1,1
train,syslog,3,os,"dracut: dracut module 'dmraid' will not be installed, because command 'dmraid' could not be found!",,0,1,1,1
train,syslog,3,file system,mmfs: [E] mmcommon: Unexpected error from gpfsInit. Return code: 149,,0,1,1,1
train,DELL LC ,3,board,The system performance degraded because cooling capacity has changed.,,0,1,1,1
train,syslog,3,"resource management, scheduler",kernel: [PID](python3) over core_pipe_limit,,0,1,1,1
test,DELL LC ,3,"bus, io module, pci","PCIe - PCI device in physical Slot arg1 , PCI Tag arg2 , is present but not responding.",,0,1,1,1
train,syslog,3,"bus, io module, pci",kernel: : section_type: PCIe error,,0,1,1,1
train,syslog,3,service,systemd: nvidia-fabricmanager.service: State 'stop-final-sigterm' timed out. Killing.,,0,1,1,1
train,syslog,3,file system,"kernel: LustreError: LOG ID:(statah[kNUM]:[kNUM]:start_statahead_thread()) can't start ll_sa thread, rc: -4",,0,1,1,1
train,DELL LC ,2,board,Unable to boot the system because either the backplane signal cable is not installed properly or is damaged.,,0,1,1,1
train,HPE IML,3,storage,Storage enclosure problem detected,,0,1,1,1
train,DELL LC ,2,power,The power input for power supply arg1 is outside of range.,,0,1,1,1
train,DELL LC ,2,power,Power supply arg1 is not present.,,0,1,1,1
train,syslog,3,storage,kernel: ata1: SATA link down (SStatus 0 SControl 300),,0,1,1,1
train,DELL LC ,2,"voltage, current",System level current is less than the lower critical threshold.,,0,1,1,1
train,HPE IML,2,battery,"Smart Storage Battery failure (Battery %1,service information: %2)",,0,1,1,1
test,DELL LC ,3,storage,Drive arg1 in disk drive bay arg2 is in the failed array.,,0,1,1,1
train,HPE IML,3,"bus, io module, pci",Hardware Installation Error: Mezzanine %1 is notcorrectly installed,,0,1,1,1
train,HPE IML,3,"setting, config","HPE Persistent Memory Configuration Error: Thesystem is populated with incompatible MemoryModule types. %1 (Major Code:%2, MinorCode:%3)",,0,1,1,1
train,syslog,3,service,systemd: gpfs.service: Failed with result 'timeout'.,,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: The Spectrum Scale service process not running [path] node. Normal operation be done,,0,1,1,1
test,DELL LC ,2,battery,The battery on arg1 can no longer recharge.,,0,1,1,1
train,DELL LC ,3,power,The power supplies are not redundant.,,0,1,1,1
train,DELL LC ,2,"voltage, current",Chassis power level current is greater than the upper critical threshold.,,0,1,1,1
train,DELL LC ,2,board,The arg1 temperature is less than the lower critical threshold.,,0,1,1,1
train,DELL LC ,3,storage,Drive arg1 in disk drive bay arg2 is in the critical array.,,0,1,1,1
train,DELL LC ,2,"voltage, current",The system board arg1 current is greater than the upper critical threshold.,,0,1,1,1
test,syslog,3,"bus, io module, pci","Server_Administrator: [NUM] - Instrumentation Severity: Warning, Category: System Health, MessageID: SYS105, Message: Unable to process the event: A fatal error was detected [path] component at bus [ID] device [ID] function Date and time of event: Sun Feb 6 16:08:00 2022.",,0,1,1,1
train,DELL LC ,3,cpu,The performance of CPU arg1 is automatically readjusted by Chassis Controller because of unacceptable change in the thermal and power conditions.,,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module mlx5_ib does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
test,HPE IML,3,storage,Drive array recovery needed,,0,1,1,1
train,DELL LC ,2,board,The arg1 sensor has detected an error with a value of arg2 degrees Celsius.,,0,1,1,1
test,DELL LC ,3,memory,All the NVDIMMs are disabled because the value of memory capacity of all the installed NVDIMMs has exceeded the maximum value supported by the processor.,,0,1,1,1
train,syslog,3,file system,mmfs: [E] VERBS RDMA closed connection [ip] ([stnfs NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]1 [cookie ID] RDMA send error IBV_WC_RETRY_EXC_ERR,,0,1,1,1
train,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [collectl:[NUM],,0,1,1,1
test,DELL LC ,3,fan,The communication with arg1 fan arg2 is lost.,,0,1,1,1
test,syslog,3,storage,"kernel: nvme nvme0: I/O 11 QID [ID] timeout, completion",,0,1,1,1
train,syslog,3,"bus, io module, pci",kernel: pcieport [NUM]:c5:[kNUM]: BAR [NUM]: no space for [io size 0x[kNUM]],,0,1,1,1
train,DELL LC ,3,nic,Fabric arg1 is down.,,0,1,1,1
test,DELL LC ,3,cpu,Processor detected a problem while performing an Intel Trusted Execution Technology (TXT) operation.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: fabric manager NVIDIA GPU driver interface version [version] don't match with driver version [version] Please update with matching NVIDIA driver package.,,0,1,1,1
train,DELL LC ,3,"bus, io module, pci",The QuickPath Interconnect (QPI) link arg1 of the processor arg2 has a downgraded clock speed or dropped clock because of an initialization error.,,0,1,1,1
train,syslog,3,file system,kernel: XFS (md[NUM]:) log mount failed,,0,1,1,1
train,syslog,3,service,systemd: LSF.mount: Failed with result 'exit-code'.,,0,1,1,1
train,DELL LC ,3,storage,Unable to turn on the storage sled controller arg1 in slot arg2 because the arg3 module is not functioning.,,0,1,1,1
train,DELL LC ,2,"voltage, current",System level current is outside of range.,,0,1,1,1
train,syslog,3,service,gdrcopy: Checking required modules: module nvidia is not loaded,,0,1,1,1
test,DELL LC ,2,board,The arg1 sensor has failed with a value of arg2 degrees Celsius.,,0,1,1,1
train,DELL LC ,2,board,The arg1 sensor has failed with value the arg2 degrees Celsius.,,0,1,1,1
train,syslog,3,file system,"mmfs: Error=MMFS_PHOENIX, ID=[ID], Tag=[ID]: reason 668 Failure Reason [E] Lost membership in cluster sr06.[sth NODE ID]. Unmounting file systems.",,0,1,1,1
train,syslog,3,file system,mmsysmon: [E] Event raised: The Spectrum Scale service process is unresponsive [path] node. Normal operation be done,,0,1,1,1
train,HPE IML,2,board,Insufficient server cooling,,0,1,1,1
train,DELL LC ,3,board,The PERC storage adapter in arg1 is not supported by the installed storage backplane.,,0,1,1,1
train,DELL LC ,2,"voltage, current",PSU arg1 reported input over current fault and has been turned off.,,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module ib_uverbs belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,HPE IML,3,storage,Logical drives previously failed.,,0,1,1,1
train,DELL LC ,3,power,"The power input for power supply arg1 is outside of the allowable range, but it is attached to the system.",,0,1,1,1
test,syslog,3,file system,"kernel: LustreError: [kNUM]: MGC[ip]@o2ib[eth ID]: The configuration log 'lscr[kNUM]lient' failed (-4). This may be the result of communication between this node and the MGS, a bad configuration, or other errors. See the syslog for more information.",,0,1,1,1
train,DELL LC ,2,power,The power supply unit (PSU) arg1 is disabled because of a generation mismatch and therefore the PSU is not supported on the server.,,0,1,1,1
train,DELL LC ,2,board,Backplane arg1 signal cable disconnected.,,0,1,1,1
train,DELL LC ,3,storage,"arg1 Drive arg2 - S/N arg3 , incorrect status = arg4 \n arg5 .",,0,1,1,1
train,syslog,3,switch,kernel: mlx5_core [device id]: print_health_info:468:([PID]): synd [ADDR]: unrecognized error,,0,1,1,1
train,HPE IML,3,storage,Slot %1 Smart Array: Data in write cache hasbeen lost,,0,1,1,1
train,DELL LC ,3,memory,Unable to complete the Post Package Repair (PPR) operation because of an issue in the DIMM memory slot arg1 .,,0,1,1,1
train,syslog,3,service,systemd: gdrcopy.service: Failed with result 'exit-code'.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",kernel: ACPI: Skipping parse of AML opcode: OpcodeName unavailable ([NUM]x[kNUM]),https://bugzilla.kernel.org/show_bug.cgi?id=215101,0,1,1,1
train,HPE IML,3,memory,NVDIMM error during a data backup,,0,1,1,1
test,syslog,2,os,abrt-dump-journal-oops: abrt-dump-journal-oops: Found oopses: 2,,0,1,1,1
train,DELL LC ,3,storage,Bad block extended sense error on arg1 .,,0,1,1,1
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:01:00): 94, pid=7062, Contained: CE User Channel (0x9). RST: No, D-RST: No",,0,1,1,1
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module rdma_cm does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1
train,DELL LC ,3,fan,The fan area is open.,,0,1,1,1
train,DELL LC ,3,memory,One or more Uncorrectable Memory errors occurred in the previous boot.,,0,1,1,1
test,DELL LC ,2,power,The system performance degraded because power draw exceeds the power threshold.,,0,1,1,1
test,DELL LC ,2,power,Power supply arg1 voltage rating does not match the systems requirements.,,0,1,1,1
train,syslog,3,service,"systemd: LSF.mount: Mount process exited, code=exited status=16",,0,1,1,1
train,DELL LC ,3,storage,A block on arg1 was punctured by the controller.,,0,1,1,1
train,DELL LC ,3,nic,The Test Network Connection ping test timed-out.,,0,1,1,1
test,HPE IML,2,power,Storage system power supply failed,,0,1,1,1
train,DELL LC ,3,nic,Unable to connect to FTP server.,,0,1,1,1
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: GPU or NVSwitch failure occurred and degraded mode configuration to abort Fabric Manager,,0,1,1,1
test,DELL LC ,2,cpu,CPU arg1 temperature is greater than the upper critical threshold.,,0,1,1,1
train,DELL LC ,3,"voltage, current",The memory module arg1 arg2 voltage is less than the lower critical threshold.,,0,1,1,1
train,DELL LC ,3,storage,Unable to initialize the selected physical disk drive(s).,,0,1,1,1
test,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is not responding and is disabled.,,0,1,1,1
train,HPE IML,3,"bus, io module, pci",Unrecoverable I/O Error has occurred. System Firmware will log additional details in a separate IML message entry if possible.,,0,1,1,1
train,HPE IML,3,memory,"NVDIMM Error: Proc %1, DIMM %2 is NOTconfigured for Sub-NUMA Clustering",,0,1,1,1
train,DELL LC ,3,memory,Low memory condition detected.,,0,1,1,1
train,DELL LC ,2,power,The system halted because system power exceeds capacity.,,0,1,1,1
train,syslog,3,file system,pmie_daily: mktemp: failed to create directory via template ??path]?? no space left on device,,0,1,1,1
train,syslog,3,gpu,"XID 63 Dynamic Page Retirement: New retired page, reload the driver to activate. (<address>)",,0,1,1,1
train,DELL LC ,3,battery,The storage battery for disk drive bay arg1 has failed.,,0,1,1,1
