train/test,log type,severity,class,text,Reference,label_4class,label_node,label_job,label_total,masked_text
test,syslog,3,"bios, firmware, driver","openib[eth ID]: Module mlx5_ib belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF mlx5 ib belong modules which part mlnx ofed 60g 31mfailed 0
train,syslog,3,file system,kernel: LNetError: LOG ID:(lib-move.c:[kNUM]:lnet_handle_find_routed_path()) no route to [ip]@o2ib[eth ID] from <?>,,0,1,1,1,lneterror lib move c NUM lnet handle find routed route ADDR o2ib NETIF from
train,DELL LC ,3,storage,Patrol Read found an uncorrectable media error on arg1 .,,0,1,1,1,patrol read found an uncorrectable media ARG
train,syslog,3,"resource management, scheduler",kernel: [PID](lmp) over core_pipe_limit,,0,1,1,1,lmp
train,syslog,3,storage,kernel: mpt3sas_cm0: SAS host is non-operational !!!!,,0,1,1,1,mpt3sas cm0 host non operational
train,syslog,3,file system,kernel: LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lsr05: revalidate FID [0x[kNUM]:0x[kNUM]:[ADDR]] error: rc = -5,,0,1,1,1,c NUM ll inode revalidate fini lsr05 revalidate fid NUM NUM ADDR rc 5
train,syslog,3,os,kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] pref],,0,1,1,1,ID NUM assign NUM pref
train,DELL LC ,3,memory,The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is unable to save the data during the previous system shutdown operation or power loss.,,0,1,1,1,non volatile line ARG save data during previous shutdown operation loss
train,DELL LC ,3,"bus, io module, pci",A fatal IO error detected on a component at bus arg1 device arg2 function arg3 .,,0,1,1,1,ARG ARG function ARG
test,syslog,3,service,nm-dispatcher: exiting but there are still 1 requests pending,,0,1,1,1,nm dispatcher exiting but there still requests pending
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp exception (GPC 0, TPC 0, SM [NUM]:) Misaligned Address",,0,1,1,1,ID 13 NUM warp gpc 0 tpc 0 NUM misaligned address
train,DELL LC ,2,fan,Fan arg1 RPM is outside of range.,,0,1,1,1,ARG
train,syslog,3,service,systemd: Failed to start Network Manager.,,0,1,1,1,manager
train,syslog,3,file system,mmfs: [E] Unable to contact any quorum nodes during cluster probe.,,0,1,1,1,contact any quorum nodes during cluster probe
train,HPE IML,3,storage,Slot %1 Error - The UEFI driver for the devicestopped because the NVM image is newer thanexpected,,0,1,1,1,uefi driver for devicestopped nvm image newer thanexpected
train,DELL LC ,3,memory,Multi-bit memory errors detected on a Dual In-line Memory Module (DIMM) device arg1 .,,0,1,1,1,multi bit errors line ARG
train,syslog,3,file system,kernel: FAT-fs (sdb[NUM]:) Directory bread(block [kNUM]) failed,,0,1,1,1,fat fs sdb NUM bread NUM
test,DELL LC ,3,memory,Unable to initialize the memory because one or more errors have occurred during the NVDIMM initialization in the slot arg1 .,,0,1,1,1,initialize one more errors have during ARG
train,DELL LC ,2,board,Backplane arg1 arg2 connector incorrectly connected to the motherboard SATA controller.,,0,1,1,1,ARG ARG connector incorrectly connected motherboard sata
train,DELL LC ,3,"bus, io module, pci",Unable to turn on the server arg1 because of an inconsistency between the I/O module and mezzanine card.,,0,1,1,1,turn ARG an inconsistency between i o and mezzanine
train,syslog,3,file system,pmie_check: mktemp: failed to create directory via template ??path]?? no space left on device,,0,1,1,1,pmie check mktemp create via template space left
train,DELL LC ,2,board,The backplane is absent.,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ESR 0x[kNUM]=0x[kNUM] 0x[kNUM]=[ADDR] 0x[kNUM]=0x[kNUM] 0x[kNUM]=0x[kNUM]",,0,1,1,1,ID 13 NUM esr NUM NUM NUM ADDR NUM NUM NUM NUM
train,DELL LC ,3,power,"Power supply arg1 is operating at 110 volts, and could cause a circuit breaker fault.",,0,1,1,1,ARG operating 110 volts and could cause circuit breaker
test,DELL LC ,2,os,The arg1 controller is stuck in boot mode.,,0,1,1,1,ARG stuck boot mode
train,DELL LC ,3,board,Unable to complete the requested operation because of an issue in communicating with the lead chassis.,,0,1,1,1,complete requested operation an issue communicating lead
train,DELL LC ,3,power,Chassis Management Controller is unable to turn on arg1 - arg2 because of insufficient power.,,0,1,1,1,turn ARG ARG
test,syslog,3,file system,kernel: FAT-fs (sdb[NUM]:) Can't find a valid FAT filesystem,,0,1,1,1,fat fs sdb NUM can t find valid fat filesystem
train,HPE IML,2,storage,"%1 Storage system overheating (%2Slot %3,Temperature Sensor %4, Location %5,Temperature %6)",,0,1,1,1,overheating 2slot 4 5 6
test,HPE IML,3,"bios, firmware, driver",Slot %1 Smart Array: Storage enclosurefirmware problem detected: %2. %3,,0,1,1,1,enclosurefirmware problem
train,DELL LC ,3,"voltage, current",Disk drive bay arg1 current is outside of range.,,0,1,1,1,disk bay ARG
train,DELL LC ,3,memory,The Complex Programmable Logic Device (CPLD) cannot arm for the Asynchronous DRAM Refresh (ADR) signal. It might be due to Intel Persistent Memory DIMMs failed to initialize.,,0,1,1,1,complex programmable logic cpld arm for asynchronous dram refresh adr signal it might due intel dimms initialize
train,HPE IML,2,power,Power fault detected: M.2 riser,,0,1,1,1,m riser
train,DELL LC ,3,"bmc, management module",The Management Engine is not responding.,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,2,power,Chassis Management Controller is unable to turn on server- arg1 because the power supply redundancy is lost and Performance Over Power Redundancy feature is disabled and the power required is less than the available power.,,0,1,1,1,turn ARG redundancy lost and performance redundancy feature disabled and required available
test,syslog,3,"bios, firmware, driver",kernel: power_meter ACPI[kNUM]:00: Ignoring unsafe software power cap!,https://access.redhat.com/solutions/3054341,0,1,1,1,meter acpi NUM ignoring unsafe cap
train,syslog,3,service,"systemd: openib[eth ID].service: Main process exited, code=exited, status=2[path]",,0,1,1,1,openib NETIF main PATH
train,syslog,3,gpu,kernel: nvidia [device id]: aer_uncor_severity: 0x[kNUM],,0,1,1,1,ID aer uncor severity NUM
train,syslog,2,power,"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU101, Message: Power supply PS2 Status is not present.",,0,1,1,1,administrator NUM instrumentation severity category health messageid psu101 message ps2 present
train,HPE IML,3,"bus, io module, pci",PCIe Slot Training Failure,,0,1,1,1,training
train,syslog,3,service,systemd: libvirtd.socket: Failed with result 'service-start-limit-hit'.,,0,1,1,1,libvirtd socket hit
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE CE4 HUBCLIENT_HSCE0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_WRITE",,0,1,1,1,ID 31 NUM NUM intr NUM mmu ce4 hubclient hsce0 faulted NUM NUM pde access virt write
train,DELL LC ,3,"bmc, management module",The Chassis Management Controller (CMC) is unable to communicate with the PCIe switch board.,,0,1,1,1,switch
train,DELL LC ,3,"bus, io module, pci",The IO Module in slot arg1 has exceeded temperature threshold.,,0,1,1,1,ARG exceeded
test,DELL LC ,3,"bus, io module, pci",IO module arg1 is removed.,,0,1,1,1,ARG
test,DELL LC ,3,battery,The storage battery is absent.,,0,1,1,1,__EMPTY_MASKED__
test,DELL LC ,3,memory,Memory device at location arg1 is throttled.,,0,1,1,1,ARG throttled
test,syslog,3,file system,kernel: LustreError: LOG ID:(mgc_request.c:[kNUM]:mgc_process_config()) MGC[ip]@o2ib[eth ID]: can't process params llog: rc = -4,,0,1,1,1,mgc request c NUM mgc config mgc ADDR o2ib NETIF can t params llog rc 4
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,,0,1,1,1,ADDR agpu NETIF by peer attempting
train,DELL LC ,2,"voltage, current",An over current fault detected on power supply arg1 .,,0,1,1,1,an ARG
train,DELL LC ,3,memory,A failing memory buffer has been detected during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .,,0,1,1,1,failing buffer been during scalable interconnect smi riser ARG
train,syslog,3,gpu,"NVRM: Xid (PCI:0000:08:00): 56, pid=64268, CMDre 00000001 00000080 00000000 00000005 00000034",,0,1,1,1,08 56 64268 cmdre 00000001 00000080 00000000 00000005 00000034
train,HPE IML,2,cpu,Uncorrectable UPI error was detected onprocessor %1,,0,1,1,1,uncorrectable onprocessor
train,DELL LC ,2,os,Unable to stop all APs. The system may be unstable and should be rebooted.,,0,1,1,1,stop all aps may unstable and should rebooted
train,syslog,3,"bios, firmware, driver",kernel: ? nvidia_exit_module+[ADDR][path] [nvidia],,0,1,1,1,ADDR PATH
train,DELL LC ,3,storage,Drive arg1 is removed from disk drive bay arg2 .,,0,1,1,1,ARG from disk bay ARG
train,DELL LC ,2,board,The system board arg1 temperature is less than the lower critical threshold.,,0,1,1,1,ARG
train,DELL LC ,3,"voltage, current",A DIMM with unsupported voltage is installed on memory slot arg1 .,,0,1,1,1,installed ARG
train,DELL LC ,2,nic,Temperature of NIC adapter in slot arg1 is greater than normal operating range possibly due to an issue in the cooling system or a fan that is no longer functioning correctly.,,0,1,1,1,adapter ARG greater normal operating possibly due an issue cooling longer functioning correctly
test,syslog,3,file system,mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.,,0,1,1,1,ADDR vngpuc NETIF 0 by peer attempting
test,syslog,3,switch,nv-fabricmanager: detected NVSwitch non-fatal error 19084 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],,0,1,1,1,fabricmanager non 19084 PATH 0 PATH ID a9 0 physical ID NUM
test,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PTE  access_TYPE_VIRT_WRITE",,0,1,1,1,ID 31 NUM NUM intr NUM mmu gpcclient t1 10 faulted NUM NUM pte access virt write
train,DELL LC ,2,"bios, firmware, driver",Power management firmware initialization error.,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,3,fan,Fan redundancy is lost.,,0,1,1,1,redundancy lost
train,HPE IML,3,storage,Non-Volatile Memory corruption detected,,0,1,1,1,non volatile corruption
train,DELL LC ,2,fan,The arg1 sensor has failed with a value of arg2 RPM.,,0,1,1,1,ARG value ARG
train,DELL LC ,3,power,Power supply unit arg1 rating exceeds the system power distribution limits.,,0,1,1,1,ARG rating exceeds distribution limits
train,DELL LC ,2,board,The system inlet temperature is less than the lower critical threshold.,,0,1,1,1,inlet
train,syslog,3,storage,"Server_Administrator: [NUM] - Storage Service Severity: Critical, Category: Storage, MessageID: ENC23, Message: has - Issue with PHY Slot 1.",,0,1,1,1,administrator NUM severity category messageid enc23 message issue phy
test,syslog,3,switch,"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Fatal, Link 25 LTSSM Fault Up",,0,1,1,1,ID 20034 25 ltssm up
train,HPE IML,2,power,"%1 Inadequate power to power on: %2(Enclosure Serial Number %3, Bay %4)",,0,1,1,1,inadequate enclosure serial number bay 4
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,,0,1,1,1,ADDR agpu NETIF by peer attempting
train,syslog,3,file system,"mmfs: [E] Killing connection [ip], err 120",,0,1,1,1,killing ADDR err 120
train,DELL LC ,3,memory,The system memory has faced an uncorrectable multi-bit memory errors in the non-execution path of a memory device at the location arg1 .,,0,1,1,1,faced an uncorrectable multi bit errors non execution ARG
train,syslog,3,service,systemd: libvirtd.service: Failed with result 'exit-code'.,,0,1,1,1,libvirtd
train,syslog,3,storage,"mmfs: Error=MMFS_DISKFAIL, ID=[ID], Tag=[ID]: Disk failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31",,0,1,1,1,diskfail ID tag ID disk volume gpfs sr06 rc 5 physical volume datansd31
train,syslog,3,file system,mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,,0,1,1,1,ADDR agpu NETIF 0 broken attempting
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 0, SM [NUM]:) MMU NACK Errors",,0,1,1,1,ID 13 NUM warp gpc 0 tpc 0 NUM mmu nack errors
test,syslog,3,"bios, firmware, driver",kernel: nvidia: module license 'NVIDIA' taints kernel.,https://forums.developer.nvidia.com/t/failing-to-load-nvidia-driver/221166,0,1,1,1,license taints
train,syslog,2,os,kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [cu[kNUM]vtHandlr:[NUM],,0,1,1,1,soft lockup NUM stuck for NUM s cu NUM vthandlr NUM
test,syslog,3,file system,mmsysmon: [E] Event raised: Physical link of the NIC eno[eth ID] is down,,0,1,1,1,event physical eno NETIF
train,DELL LC ,3,board,One or more graphics processing unit (GPU) adapters are not operating correctly because the power cables between the GPU adapters and motherboard are not correctly connected.,,0,1,1,1,one more processing adapters operating correctly cables between adapters and motherboard correctly connected
train,DELL LC ,3,memory,UEFI: Memory error detected. :OR: LEGACY: Memory - integrity test discrepancy.,,0,1,1,1,uefi legacy integrity test discrepancy
train,HPE IML,3,storage,Slot %1 Error - The UEFI driver for the devicedetected a newer version of the NVM image thanexpected.,,0,1,1,1,uefi driver for devicedetected newer version nvm image thanexpected
train,DELL LC ,2,power,Power required by the system exceeds the power supplied by the Power Supply Units (PSUs).,,0,1,1,1,required by exceeds supplied by units psus
train,syslog,3,file system,"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 3, oc: 0, rc: 8",https://jira.whamcloud.com/browse/LU-14987,0,1,1,1,lneterror o2iblnd NUM NUM kiblnd check conns timed out rdma ADDR o2ib NETIF NUM c oc 0 rc 8
train,DELL LC ,2,board,System board - CMOS battery failure detected.,,0,1,1,1,cmos
train,syslog,3,file system,rpc.statd: Failed to insert: writing [path][ip]: no space left on device,,0,1,1,1,rpc statd insert writing PATH space left
train,syslog,3,storage,kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 1,,0,1,1,1,megaraid ID NUM NUM s PATH enclosure pd 86 c none PATH phy bad for
train,HPE IML,3,nic,iSCSI link/session is down,,0,1,1,1,iscsi session
train,HPE IML,3,"setting, config",NVDIMM Error: Unsupported NVDIMM-Nconfiguration detected,,0,1,1,1,nconfiguration
test,DELL LC ,2,power,Unable to turn on the server because of current power settings in the chassis.,,0,1,1,1,turn settings
test,syslog,3,file system,kernel: XFS (md[NUM]:) Please unmount the filesystem and rectify the problem(s),,0,1,1,1,xfs md NUM please unmount filesystem and rectify problem s
train,DELL LC ,3,power,The power supplies are not redundant. Insufficient resources to maintain normal operations.,,0,1,1,1,supplies redundant resources maintain normal operations
train,HPE IML,3,storage,Drive array reports incorrect drive replacement,,0,1,1,1,reports incorrect replacement
train,syslog,3,gpu,"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",,0,1,1,1,ID 31 NUM NUM intr NUM mmu gpcclient t1 0 faulted NUM NUM pde access virt read
train,DELL LC ,2,power,Unable to turn on the server because the power supplied by the Chassis Manager is insufficient.,,0,1,1,1,turn supplied by manager
test,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_cm_callback()) [ip]@o2ib DISCONNECTED,,0,1,1,1,lneterror o2iblnd NUM NUM kiblnd cm callback ADDR o2ib disconnected
train,syslog,3,file system,mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.,,0,1,1,1,ADDR vngpuc NETIF out attempting
test,syslog,3,"bios, firmware, driver",root: : Error: Module gdrdrv does not exist,,0,1,1,1,root gdrdrv does exist
train,DELL LC ,3,nic,The arg1 connection is down. Error code: arg2 .,,0,1,1,1,ARG ARG
test,syslog,3,switch,kernel: mlx5_core [device id]: poll_health:853:([PID]): device's health compromised - reached miss count,,0,1,1,1,mlx5 ID poll health 853 s health compromised reached miss count
train,DELL LC ,2,storage,Invalid boot sector found.,,0,1,1,1,invalid boot sector found
test,DELL LC ,3,memory,Persistent correctable memory error limit reached for a memory device at location(s) arg1 .,,0,1,1,1,correctable reached for s ARG
train,syslog,3,file system,kernel: LNetError: LOG ID:(o2iblnd_cbAug 24 17:52:19 [agpu NODE ID] kernel: Linux version [version][kNUM]l8_4.x86_64 (mockbuild@x86-vm[kNUM]uild.eng.bos.redhat.com) (gcc version [version] [kNUM] (Red Hat [ADDR][kNUM]) (GCC)) #1 SMP M[path] 18 14:34:11 EDT [kNUM],,0,1,1,1,lneterror o2iblnd cbaug 24 17 52 19 agpu linux version VERSION NUM l8 4 x86 64 mockbuild x86 vm NUM uild eng bos redhat com gcc version VERSION NUM red hat ADDR NUM gcc smp m PATH 18 14 34 11 edt NUM
test,DELL LC ,3,memory,Stuck bit memory error detected on a memory device at location arg1 .,,0,1,1,1,stuck bit ARG
train,HPE IML,2,power,External chassis power supply not functioning,,0,1,1,1,external functioning
train,DELL LC ,2,battery,Battery - Battery issue detected.,,0,1,1,1,issue
train,DELL LC ,2,"voltage, current",Chassis power level current is less than the lower critical threshold.,,0,1,1,1,level
train,HPE IML,3,memory,"MemBIST RMT: %1 margin out of range at CPU%2 DIMM %3, Count %4",,0,1,1,1,membist rmt margin out count 4
test,DELL LC ,2,power,The system power is automatically recovered because of an AC brownout in the power supply unit (PSU).,,0,1,1,1,automatically recovered an ac brownout psu
train,HPE IML,3,memory,Memory initialization error,,0,1,1,1,__EMPTY_MASKED__
train,DELL LC ,2,"bus, io module, pci",QuickPath Interconnect (QPI) fatal error.,,0,1,1,1,quickpath interconnect qpi
train,syslog,3,file system,fsnotifier: inotify_add_watch([path]): no space left on device,,0,1,1,1,fsnotifier inotify add watch PATH space left
train,syslog,3,switch,"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 22013, Non-fatal, Link 09 Minion DLREQ interrupt",,0,1,1,1,ID 22013 non 09 minion dlreq interrupt
train,syslog,3,service,kernel: lockd: unexpected unlock status: 7,,0,1,1,1,lockd unexpected unlock 7
test,syslog,3,"framework, library",journal: Locale not supported by C library.#012#011Using the fallback 'C' locale.,,0,1,1,1,journal locale supported by c library 012 011using fallback c locale
train,syslog,3,file system,mmsysmon: [E] Event raised: Physical link of the NIC docker[eth ID] is down,,0,1,1,1,event physical docker NETIF
test,syslog,3,os,kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] 64bit],,0,1,1,1,ID NUM assign NUM 64bit
train,DELL LC ,3,memory,An internal memory error has occurred and a failover condition is detected.,,0,1,1,1,an internal and failover condition
train,syslog,3,switch,nv-fabricmanager: NVSwitch port connected to GPU index [IDX] pci bus id [ID]:8B:00.0 experienced an NVLink fatal error and requires port reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.,,0,1,1,1,fabricmanager connected index NUM ID 8b 0 experienced an nvlink and requires recover all running cuda jobs PATH will affected 012resetting specified may clear issue please refer your user ID for instructions
train,DELL LC ,2,cpu,"CPU Stress Thermal condition. Limit arg1 C, Actual arg2 C.",,0,1,1,1,stress condition ARG c actual ARG c
train,DELL LC ,2,os,A critical stop occurred during OS load.,,0,1,1,1,stop during os load
train,DELL LC ,3,"bus, io module, pci",Unable to turn on the server because a PCIe card or Mezzanine card is not installed.,,0,1,1,1,turn mezzanine installed
test,syslog,3,"bios, firmware, driver",kernel: nvidia_peermem: Unknown symbol ib_register_peer_memory_client (err 0),,0,1,1,1,peermem unknown symbol ib register peer client err 0
train,syslog,3,switch,"kernel: mlx5_core [device id]: mlx5_health_try_recover:382:([PID]): health recovery flow aborted, PCI reads still not working",,0,1,1,1,mlx5 ID mlx5 health try recover 382 health recovery flow aborted reads still working
train,syslog,3,"bios, firmware, driver","openib[eth ID]: Module rdma_cm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF rdma cm belong modules which part mlnx ofed 60g 31mfailed 0
train,syslog,3,gpu,kernel: NVRM: GPU [device id]: GPU has fallen off the bus.,,0,1,1,1,ID fallen off
train,syslog,3,service,systemd: NetworkManager.service: Failed with result 'timeout'.,,0,1,1,1,networkmanager timeout
train,syslog,3,file system,unbound-anchor: [1640012460] libunbound[2036953:0] error: could not fflush([path]): no space left on device,,0,1,1,1,unbound anchor 1640012460 libunbound 2036953 0 could fflush PATH space left
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: Got error 11 while waiting for child process to finish fabric manager initialization.,,0,1,1,1,fabricmanager got 11 while waiting for child finish fabric manager
test,DELL LC ,3,storage,Hard/Optical Drive arg1 - incorrect status: arg2 arg3 .,,0,1,1,1,hard optical ARG incorrect ARG ARG
train,DELL LC ,3,"voltage, current",Disk drive bay arg1 current is greater than the upper critical threshold.,,0,1,1,1,disk bay ARG greater upper
train,syslog,3,"bios, firmware, driver",nv-fabricmanager: failed to allocate handle (client) to NVIDIA GPU driver. Make sure that the NVIDIA driver is installed and running,,0,1,1,1,fabricmanager allocate handle client driver make sure driver installed and running
train,syslog,3,storage,kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 4,https://www.ibm.com/support/pages/hard-drive-amber-leds-serveraid-mr10i-controller-servers,0,1,1,1,megaraid ID NUM NUM s PATH enclosure pd 86 c none PATH phy bad for 4
train,DELL LC ,3,cpu,A link width degradation has occurred in the CPU interconnect arg1 .,,0,1,1,1,width degradation interconnect ARG
train,syslog,3,file system,mmfs: [E] mmcommon: [E] The command was unable to reach the CCR service [path] quorum node. Ensure the CCR service (mmfsd or mmsdrserv daemon) is running [path] quorum nodes and the communication is not blocked by the firewall.,,0,1,1,1,mmcommon command reach ccr PATH quorum ensure ccr mmfsd mmsdrserv daemon running PATH quorum nodes and communication blocked by firewall
train,HPE IML,2,"bus, io module, pci",Temperature exceeded on PCIe disk %1,,0,1,1,1,exceeded disk
train,DELL LC ,2,fan,Fan arg1 is removed.,,0,1,1,1,ARG
test,HPE IML,3,nic,All links are down in adapter %1 in slot %2,,0,1,1,1,all links adapter
train,syslog,3,file system,kernel: fat__get_entry: [NUM] callbacks suppressed,,0,1,1,1,fat get entry NUM callbacks suppressed
test,syslog,3,file system,mmsysmon: [E] Event raised: Reconnect to [ip] [sth NODE ID] <c0n[interface ID]> failed,,0,1,1,1,event ADDR sth NETIF
train,HPE IML,3,storage,One or more storage cables have failed,,0,1,1,1,one more cables have
train,syslog,3,"bus, io module, pci",kernel: pcieport [NUM]:a0:[kNUM]: can't derive routing for PCI INT A,https://bugzilla.kernel.org/show_bug.cgi?id=212261,0,1,1,1,pcieport NUM a0 NUM can t derive routing for int
train,HPE IML,3,storage,Drive array disk drives not responding,,0,1,1,1,disk drives
test,syslog,3,service,systemd: Failed to start SHARP Daemon (sharpd). Version: 2.5.0.,,0,1,1,1,sharp daemon sharpd version 5 0
train,syslog,3,file system,mmfs: [E] Remount failed for device gpfs.sr06: No such file or directory,,0,1,1,1,remount for gpfs sr06
train,DELL LC ,2,power,The Power Supply Unit (PSU) arg1 is turned off because it is not supported by the Chassis.,,0,1,1,1,psu ARG turned off it supported by
train,HPE IML,3,storage,Slot %1 Smart Array: Controller Degraded %2,,0,1,1,1,degraded
train,DELL LC ,3,"voltage, current",Disk drive bay arg1 current is less than the lower critical threshold.,,0,1,1,1,disk bay ARG
train,HPE IML,3,memory,"NVDIMM Error: Proc %1, DIMM %2 is configuredfor Sub-NUMA Clustering",,0,1,1,1,proc configuredfor sub numa clustering
train,DELL LC ,2,power,A power supply wattage mismatch is detected; power supply arg1 is rated for arg2 watts.,,0,1,1,1,wattage mismatch ARG rated for ARG watts
train,DELL LC ,2,memory,No memory is detected.,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,"bios, firmware, driver",kernel: NVRM: failed to initialize module.,,0,1,1,1,initialize
train,DELL LC ,2,board,arg1 has exceeded the maximum failure threshold.,,0,1,1,1,ARG exceeded maximum
train,syslog,3,storage,"kernel: blk_update_request: I/O error, dev sdb, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0",,0,1,1,1,blk update request i o dev sdb sector NUM op ADDR read flags ADDR phys seg NUM prio class 0
train,syslog,3,file system,kernel: LustreError: LOG ID:(mdc_request.c:[kNUM]:mdc_read_page()) lsr05-MDT[kNUM]mdc-[ID]: [0x[kNUM]:0x[kNUM]:[ADDR]] lock enqueue fails: rc = -4,,0,1,1,1,mdc request c NUM mdc read lsr05 mdt NUM mdc ID NUM NUM ADDR lock enqueue fails rc 4
train,HPE IML,3,storage,Slot X Drive Array: Drives disabled due to cachedata loss,,0,1,1,1,x drives disabled due cachedata loss
test,DELL LC ,2,fan,arg1 RPM is less than the lower critical threshold.,,0,1,1,1,ARG
test,DELL LC ,3,memory,Memory - Previous uncorrectable memory error.,,0,1,1,1,previous uncorrectable
train,DELL LC ,3,"bus, io module, pci",A fatal IO error detected on a component at slot arg1 .,,0,1,1,1,ARG
train,DELL LC ,3,board,Interrupt controller failed.,,0,1,1,1,interrupt
test,DELL LC ,2,board,The arg1 cable is incorrectly connected to backplane arg2 connector arg3 .,,0,1,1,1,ARG incorrectly connected ARG connector ARG
train,DELL LC ,3,memory,The NVDIMM installed in slot arg1 is in critical condition.,,0,1,1,1,installed ARG condition
train,DELL LC ,3,memory,"The event log indicates degraded or disabled ECC functionality. Memory testing cannot continue until the problems are corrected, the log cleared and the system rebooted.",,0,1,1,1,event indicates degraded disabled ecc functionality testing continue until problems corrected cleared and rebooted
test,syslog,3,"bios, firmware, driver","openib[eth ID]: Module rdma_ucm does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]",,0,1,1,1,openib NETIF rdma ucm does exist 60g 31mfailed 0
train,DELL LC ,3,memory,All the NVDIMMs are disabled because the installed processor does not support the Intel Persistent Memory DIMMs.,,0,1,1,1,all nvdimms disabled installed does support intel dimms
test,syslog,3,switch,kernel: mlx5_core [device id]: mlx5_error_sw_reset:239:([PID]): start,,0,1,1,1,mlx5 ID mlx5 sw 239
train,DELL LC ,3,memory,Memory errors detected. Limit exceeded. Additional errors will not be resolved.,,0,1,1,1,errors exceeded additional errors will resolved
test,DELL LC ,3,"bmc, management module",Chassis Management Controller is unable to send power allocation information to arg1 - arg2 at priority arg3 .,,0,1,1,1,send allocation information ARG ARG priority ARG
train,HPE IML,3,memory,HPE Persistent Memory Initialization Error,,0,1,1,1,__EMPTY_MASKED__
train,syslog,3,"bios, firmware, driver",kernel: nv_peer_mem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22),,0,1,1,1,peer unknown symbol p2p free dma mapping err 22
train,syslog,3,file system,mmfs: [E] Read Callback err 2. No user [USER ID] event is registered,,0,1,1,1,read callback err user ID event registered
