text,class,train/test,top_attention_words,masked_text_attention
Temperature of NIC adapter in slot arg1 is greater than normal operating range possibly due to an issue in the cooling system or a fan that is no longer functioning correctly.,nic,train,"['Temperature', 'slot', 'correctly.']",of NIC adapter in arg1 is greater than normal operating range possibly due to an issue in the cooling system or a fan that is no longer functioning
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.,file system,test,"['mmfs:', '[E]']",Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.
nv-fabricmanager: detected NVSwitch non-fatal error 19084 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],switch,test,"['nv-fabricmanager:', 'pci']",detected NVSwitch non-fatal error 19084 [path] 0 [path] bus id [ID]:A9:00.0 physical id [ID] port [NUM]
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PTE  access_TYPE_VIRT_WRITE",gpu,test,"['kernel:', 'NVRM:', 'id]):']","Xid (PCI:[device 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PTE access_TYPE_VIRT_WRITE"
Power management firmware initialization error.,"bios, firmware, driver",train,['Power'],management firmware initialization error.
Fan redundancy is lost.,fan,train,['Fan'],redundancy is lost.
Non-Volatile Memory corruption detected,storage,train,['Memory'],Non-Volatile corruption detected
The arg1 sensor has failed with a value of arg2 RPM.,fan,train,"['RPM.', 'sensor']",The arg1 has failed with a value of arg2
Power supply unit arg1 rating exceeds the system power distribution limits.,power,train,"['limits.', 'Power']",supply unit arg1 rating exceeds the system distribution
The system inlet temperature is less than the lower critical threshold.,board,train,['temperature'],The system inlet is less than the lower critical threshold.
"Server_Administrator: [NUM] - Storage Service Severity: Critical, Category: Storage, MessageID: ENC23, Message: has - Issue with PHY Slot 1.",storage,train,"['Storage', 'Service']","Server_Administrator: [NUM] - Severity: Critical, Category: Storage, MessageID: ENC23, Message: has - Issue with PHY Slot 1."
"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Fatal, Link 25 LTSSM Fault Up",switch,test,"['kernel:', 'nvidia-nvswitch0:']","SXid (PCI:[device id]): 20034, Fatal, Link 25 LTSSM Fault Up"
"%1 Inadequate power to power on: %2(Enclosure Serial Number %3, Bay %4)",power,train,"['power', 'Inadequate']","%1 to on: %2(Enclosure Serial Number %3, Bay %4)"
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.
"mmfs: [E] Killing connection [ip], err 120",file system,train,['mmfs:'],"[E] Killing connection [ip], err 120"
The system memory has faced an uncorrectable multi-bit memory errors in the non-execution path of a memory device at the location arg1 .,memory,train,"['The', 'system']",memory has faced an uncorrectable multi-bit memory errors in non-execution path of a memory device at location arg1 .
systemd: libvirtd.service: Failed with result 'exit-code'.,service,train,['Failed'],systemd: libvirtd.service: with result 'exit-code'.
"mmfs: Error=MMFS_DISKFAIL, ID=[ID], Tag=[ID]: Disk failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31",storage,train,"['Disk', 'mmfs:']","Error=MMFS_DISKFAIL, ID=[ID], Tag=[ID]: failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31"
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 0, SM [NUM]:) MMU NACK Errors",gpu,train,"['kernel:', 'NVRM:']","Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 0, SM [NUM]:) MMU NACK Errors"
kernel: nvidia: module license 'NVIDIA' taints kernel.,"bios, firmware, driver",test,['kernel:'],nvidia: module license 'NVIDIA' taints kernel.
kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [cu[kNUM]vtHandlr:[NUM],os,train,"['kernel:', 'watchdog:']",BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [cu[kNUM]vtHandlr:[NUM]
mmsysmon: [E] Event raised: Physical link of the NIC eno[eth ID] is down,file system,test,"['Event', 'mmsysmon:']",[E] raised: Physical link of the NIC eno[eth ID] is down
One or more graphics processing unit (GPU) adapters are not operating correctly because the power cables between the GPU adapters and motherboard are not correctly connected.,board,train,"['power', 'graphics', 'adapters']",One or more processing unit (GPU) are not operating correctly because the cables between the GPU and motherboard are not correctly connected.
UEFI: Memory error detected. :OR: LEGACY: Memory - integrity test discrepancy.,memory,train,['Memory'],UEFI: error detected. :OR: LEGACY: - integrity test discrepancy.
Slot %1 Error - The UEFI driver for the devicedetected a newer version of the NVM image thanexpected.,storage,train,"['Slot', 'devicedetected']",%1 Error - The UEFI driver for the a newer version of the NVM image thanexpected.
Power required by the system exceeds the power supplied by the Power Supply Units (PSUs).,power,train,['Power'],required by the system exceeds the supplied by the Supply Units (PSUs).
"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 3, oc: 0, rc: 8",file system,train,"['LNetError:', 'LOG']","kernel: ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 3, oc: 0, rc: 8"
System board - CMOS battery failure detected.,board,train,['-'],System board CMOS battery failure detected.
rpc.statd: Failed to insert: writing [path][ip]: no space left on device,file system,train,"['rpc.statd:', 'writing']",Failed to insert: [path][ip]: no space left on device
kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 1,storage,train,"['slot', 'megaraid_sas']",kernel: [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for 1
iSCSI link/session is down,nic,train,['down'],iSCSI link/session is
NVDIMM Error: Unsupported NVDIMM-Nconfiguration detected,"setting, config",train,['Error:'],NVDIMM Unsupported NVDIMM-Nconfiguration detected
Unable to turn on the server because of current power settings in the chassis.,power,test,"['power', 'chassis.']",Unable to turn on the server because of current settings in the
kernel: XFS (md[NUM]:) Please unmount the filesystem and rectify the problem(s),file system,test,['kernel:'],XFS (md[NUM]:) Please unmount the filesystem and rectify the problem(s)
The power supplies are not redundant. Insufficient resources to maintain normal operations.,power,train,['power'],The supplies are not redundant. Insufficient resources to maintain normal operations.
Drive array reports incorrect drive replacement,storage,train,['Drive'],array reports incorrect replacement
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",gpu,train,"['kernel:', 'NVRM:', 'id]):']","Xid (PCI:[device 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE access_TYPE_VIRT_READ"
Unable to turn on the server because the power supplied by the Chassis Manager is insufficient.,power,train,"['insufficient.', 'power']",Unable to turn on the server because the supplied by the Chassis Manager is
kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_cm_callback()) [ip]@o2ib DISCONNECTED,file system,test,['LNetError:'],kernel: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_cm_callback()) [ip]@o2ib DISCONNECTED
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.
root: : Error: Module gdrdrv does not exist,"bios, firmware, driver",test,[':'],root: Error: Module gdrdrv does not exist
The arg1 connection is down. Error code: arg2 .,nic,train,['is'],The arg1 connection down. Error code: arg2 .
kernel: mlx5_core [device id]: poll_health:853:([PID]): device's health compromised - reached miss count,switch,test,"['kernel:', 'mlx5_core']",[device id]: poll_health:853:([PID]): device's health compromised - reached miss count
Invalid boot sector found.,storage,train,['boot'],Invalid sector found.
Persistent correctable memory error limit reached for a memory device at location(s) arg1 .,memory,test,['memory'],Persistent correctable error limit reached for a device at location(s) arg1 .
kernel: LNetError: LOG ID:(o2iblnd_cbAug 24 17:52:19 [agpu NODE ID] kernel: Linux version [version][kNUM]l8_4.x86_64 (mockbuild@x86-vm[kNUM]uild.eng.bos.redhat.com) (gcc version [version] [kNUM] (Red Hat [ADDR][kNUM]) (GCC)) #1 SMP M[path] 18 14:34:11 EDT [kNUM],file system,train,"['kernel:', 'LNetError:', '[agpu']",LOG ID:(o2iblnd_cbAug 24 17:52:19 NODE ID] Linux version [version][kNUM]l8_4.x86_64 (mockbuild@x86-vm[kNUM]uild.eng.bos.redhat.com) (gcc version [version] [kNUM] (Red Hat [ADDR][kNUM]) (GCC)) #1 SMP M[path] 18 14:34:11 EDT [kNUM]
Stuck bit memory error detected on a memory device at location arg1 .,memory,test,['memory'],Stuck bit error detected on a device at location arg1 .
External chassis power supply not functioning,power,train,['power'],External chassis supply not functioning
Battery - Battery issue detected.,battery,train,['Battery'],#NAME?
Chassis power level current is less than the lower critical threshold.,"voltage, current",train,"['current', 'threshold.']",Chassis power level is less than the lower critical
"MemBIST RMT: %1 margin out of range at CPU%2 DIMM %3, Count %4",memory,train,"['RMT:', 'margin']","MemBIST %1 out of range at CPU%2 DIMM %3, Count %4"
The system power is automatically recovered because of an AC brownout in the power supply unit (PSU).,power,test,['power'],The system is automatically recovered because of an AC brownout in the supply unit (PSU).
Memory initialization error,memory,train,['Memory'],initialization error
QuickPath Interconnect (QPI) fatal error.,"bus, io module, pci",train,['Interconnect'],QuickPath (QPI) fatal error.
fsnotifier: inotify_add_watch([path]): no space left on device,file system,train,['fsnotifier:'],inotify_add_watch([path]): no space left on device
"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 22013, Non-fatal, Link 09 Minion DLREQ interrupt",switch,train,"['kernel:', 'nvidia-nvswitch0:']","SXid (PCI:[device id]): 22013, Non-fatal, Link 09 Minion DLREQ interrupt"
kernel: lockd: unexpected unlock status: 7,service,train,['kernel:'],lockd: unexpected unlock status: 7
journal: Locale not supported by C library.#012#011Using the fallback 'C' locale.,"framework, library",test,"['journal:', 'library.#012#011Using']",Locale not supported by C the fallback 'C' locale.
mmsysmon: [E] Event raised: Physical link of the NIC docker[eth ID] is down,file system,train,"['Event', 'mmsysmon:']",[E] raised: Physical link of the NIC docker[eth ID] is down
kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] 64bit],os,test,"['kernel:', 'pci']",[pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] 64bit]
An internal memory error has occurred and a failover condition is detected.,memory,train,"['memory', 'failover']",An internal error has occurred and a condition is detected.
nv-fabricmanager: NVSwitch port connected to GPU index [IDX] pci bus id [ID]:8B:00.0 experienced an NVLink fatal error and requires port reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.,switch,train,"['nv-fabricmanager:', 'pci', 'recover.', 'NVLink', 'NVSwitch']",port connected to GPU index [IDX] bus id [ID]:8B:00.0 experienced an fatal error and requires port reset to All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.
"CPU Stress Thermal condition. Limit arg1 C, Actual arg2 C.",cpu,train,['CPU'],"Stress Thermal condition. Limit arg1 C, Actual arg2 C."
A critical stop occurred during OS load.,os,train,['A'],critical stop occurred during OS load.
Unable to turn on the server because a PCIe card or Mezzanine card is not installed.,"bus, io module, pci",train,"['server', 'card']",Unable to turn on the because a PCIe or Mezzanine is not installed.
kernel: nvidia_peermem: Unknown symbol ib_register_peer_memory_client (err 0),"bios, firmware, driver",test,['kernel:'],nvidia_peermem: Unknown symbol ib_register_peer_memory_client (err 0)
"kernel: mlx5_core [device id]: mlx5_health_try_recover:382:([PID]): health recovery flow aborted, PCI reads still not working",switch,train,"['kernel:', 'mlx5_core']","[device id]: mlx5_health_try_recover:382:([PID]): health recovery flow aborted, PCI reads still not working"
"openib[eth ID]: Module rdma_cm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",train,"['ID]:', 'openib[eth']","Module rdma_cm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
kernel: NVRM: GPU [device id]: GPU has fallen off the bus.,gpu,train,['kernel:'],NVRM: GPU [device id]: GPU has fallen off the bus.
systemd: NetworkManager.service: Failed with result 'timeout'.,service,train,['systemd:'],NetworkManager.service: Failed with result 'timeout'.
unbound-anchor: [1640012460] libunbound[2036953:0] error: could not fflush([path]): no space left on device,file system,train,"['error:', 'unbound-anchor:']",[1640012460] libunbound[2036953:0] could not fflush([path]): no space left on device
nv-fabricmanager: Got error 11 while waiting for child process to finish fabric manager initialization.,"bios, firmware, driver",train,['nv-fabricmanager:'],Got error 11 while waiting for child process to finish fabric manager initialization.
Hard/Optical Drive arg1 - incorrect status: arg2 arg3 .,storage,test,['Drive'],Hard/Optical arg1 - incorrect status: arg2 arg3 .
Disk drive bay arg1 current is greater than the upper critical threshold.,"voltage, current",train,"['current', 'Disk']",drive bay arg1 is greater than the upper critical threshold.
nv-fabricmanager: failed to allocate handle (client) to NVIDIA GPU driver. Make sure that the NVIDIA driver is installed and running,"bios, firmware, driver",train,['nv-fabricmanager:'],failed to allocate handle (client) to NVIDIA GPU driver. Make sure that the NVIDIA driver is installed and running
kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 4,storage,train,"['slot', 'kernel:']",megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for 4
A link width degradation has occurred in the CPU interconnect arg1 .,cpu,train,"['link', 'CPU']",A width degradation has occurred in the interconnect arg1 .
mmfs: [E] mmcommon: [E] The command was unable to reach the CCR service [path] quorum node. Ensure the CCR service (mmfsd or mmsdrserv daemon) is running [path] quorum nodes and the communication is not blocked by the firewall.,file system,train,"['mmfs:', 'command', '[E]']",mmcommon: The was unable to reach the CCR service [path] quorum node. Ensure the CCR service (mmfsd or mmsdrserv daemon) is running [path] quorum nodes and the communication is not blocked by the firewall.
Temperature exceeded on PCIe disk %1,"bus, io module, pci",train,['PCIe'],Temperature exceeded on disk %1
Fan arg1 is removed.,fan,train,['Fan'],arg1 is removed.
All links are down in adapter %1 in slot %2,nic,test,['links'],All are down in adapter %1 in slot %2
kernel: fat__get_entry: [NUM] callbacks suppressed,file system,train,['callbacks'],kernel: fat__get_entry: [NUM] suppressed
mmsysmon: [E] Event raised: Reconnect to [ip] [sth NODE ID] <c0n[interface ID]> failed,file system,test,"['mmsysmon:', 'Event']",[E] raised: Reconnect to [ip] [sth NODE ID] <c0n[interface ID]> failed
One or more storage cables have failed,storage,train,['storage'],One or more cables have failed
kernel: pcieport [NUM]:a0:[kNUM]: can't derive routing for PCI INT A,"bus, io module, pci",train,['PCI'],kernel: pcieport [NUM]:a0:[kNUM]: can't derive routing for INT A
Drive array disk drives not responding,storage,train,['not'],Drive array disk drives responding
systemd: Failed to start SHARP Daemon (sharpd). Version: 2.5.0.,service,test,['systemd:'],Failed to start SHARP Daemon (sharpd). Version: 2.5.0.
mmfs: [E] Remount failed for device gpfs.sr06: No such file or directory,file system,train,"['mmfs:', 'gpfs.sr06:']",[E] Remount failed for device No such file or directory
The Power Supply Unit (PSU) arg1 is turned off because it is not supported by the Chassis.,power,train,"['Power', 'Chassis.']",The Supply Unit (PSU) arg1 is turned off because it is not supported by the
Slot %1 Smart Array: Controller Degraded %2,storage,train,['Slot'],%1 Smart Array: Controller Degraded %2
Disk drive bay arg1 current is less than the lower critical threshold.,"voltage, current",train,"['current', 'threshold.']",Disk drive bay arg1 is less than the lower critical
"NVDIMM Error: Proc %1, DIMM %2 is configuredfor Sub-NUMA Clustering",memory,train,['Error:'],"NVDIMM Proc %1, DIMM %2 is configuredfor Sub-NUMA Clustering"
A power supply wattage mismatch is detected; power supply arg1 is rated for arg2 watts.,power,train,"['watts.', 'mismatch']",A power supply wattage is detected; power supply arg1 is rated for arg2
No memory is detected.,memory,train,['memory'],No is detected.
kernel: NVRM: failed to initialize module.,"bios, firmware, driver",train,['kernel:'],NVRM: failed to initialize module.
arg1 has exceeded the maximum failure threshold.,board,train,['threshold.'],arg1 has exceeded the maximum failure
"kernel: blk_update_request: I/O error, dev sdb, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0",storage,train,"['kernel:', 'blk_update_request:']","I/O error, dev sdb, sector [NUM] op [ADDR]:(READ) flags [ADDR] phys_seg [NUM] prio class 0"
kernel: LustreError: LOG ID:(mdc_request.c:[kNUM]:mdc_read_page()) lsr05-MDT[kNUM]mdc-[ID]: [0x[kNUM]:0x[kNUM]:[ADDR]] lock enqueue fails: rc = -4,file system,train,"['LustreError:', 'LOG']",kernel: ID:(mdc_request.c:[kNUM]:mdc_read_page()) lsr05-MDT[kNUM]mdc-[ID]: [0x[kNUM]:0x[kNUM]:[ADDR]] lock enqueue fails: rc = -4
Slot X Drive Array: Drives disabled due to cachedata loss,storage,train,['X'],Slot Drive Array: Drives disabled due to cachedata loss
arg1 RPM is less than the lower critical threshold.,fan,test,['RPM'],arg1 is less than the lower critical threshold.
Memory - Previous uncorrectable memory error.,memory,test,['Memory'],#NAME?
A fatal IO error detected on a component at slot arg1 .,"bus, io module, pci",train,"['slot', 'IO']",A fatal error detected on a component at arg1 .
Interrupt controller failed.,board,train,['Interrupt'],controller failed.
The arg1 cable is incorrectly connected to backplane arg2 connector arg3 .,board,test,"['connector', 'backplane']",The arg1 cable is incorrectly connected to arg2 arg3 .
The NVDIMM installed in slot arg1 is in critical condition.,memory,train,['slot'],The NVDIMM installed in arg1 is in critical condition.
"The event log indicates degraded or disabled ECC functionality. Memory testing cannot continue until the problems are corrected, the log cleared and the system rebooted.",memory,train,"['Memory', 'disabled']","The event log indicates degraded or ECC functionality. testing cannot continue until the problems are corrected, the log cleared and the system rebooted."
"openib[eth ID]: Module rdma_ucm does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",test,['openib[eth'],"ID]: Module rdma_ucm does not exist, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
All the NVDIMMs are disabled because the installed processor does not support the Intel Persistent Memory DIMMs.,memory,train,"['processor', 'Memory']",All the NVDIMMs are disabled because the installed does not support the Intel Persistent DIMMs.
kernel: mlx5_core [device id]: mlx5_error_sw_reset:239:([PID]): start,switch,test,['kernel:'],mlx5_core [device id]: mlx5_error_sw_reset:239:([PID]): start
Memory errors detected. Limit exceeded. Additional errors will not be resolved.,memory,train,['Memory'],errors detected. Limit exceeded. Additional errors will not be resolved.
Chassis Management Controller is unable to send power allocation information to arg1 - arg2 at priority arg3 .,"bmc, management module",test,['Controller'],Chassis Management is unable to send power allocation information to arg1 - arg2 at priority arg3 .
HPE Persistent Memory Initialization Error,memory,train,['Memory'],HPE Persistent Initialization Error
kernel: nv_peer_mem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22),"bios, firmware, driver",train,['kernel:'],nv_peer_mem: Unknown symbol nvidia_p2p_free_dma_mapping (err -22)
mmfs: [E] Read Callback err 2. No user [USER ID] event is registered,file system,train,"['mmfs:', '[E]']",Read Callback err 2. No user [USER ID] event is registered
mmfs: [E] VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA send error IBV_WC_WR_FLUSH_ERR,file system,train,"['mmfs:', 'send', '[E]']",VERBS RDMA closed connection [ip] ([sth NODE ID]) [path] port [NUM] fabnum [NUM] index [IDX]0 [cookie ID] RDMA error IBV_WC_WR_FLUSH_ERR
The iDRAC on the sled arg1 is not communicating with the Management Module(MM).,"bmc, management module",train,"['Management', 'Module(MM).']",The iDRAC on the sled arg1 is not communicating with the
journal: Failed connect to PipeWire: Couldn't connect to PipeWire,service,test,"[""Couldn't""]",journal: Failed connect to PipeWire: connect to PipeWire
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection out). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection out). Attempting reconnect.
"The storage arg1 cable is not connected, or is improperly connected.",storage,test,['storage'],"The arg1 cable is not connected, or is improperly connected."
Fault detected on drive arg1 in disk drive bay arg2 .,storage,train,['drive'],Fault detected on arg1 in disk bay arg2 .
The system performance degraded because power exceeds capacity.,power,train,['system'],The performance degraded because power exceeds capacity.
gdrcopy: module nvidia is not loaded,service,train,['gdrcopy:'],module nvidia is not loaded
%1 %2 Error: Rx/Tx is disabled on this device,storage,train,['Rx/Tx'],%1 %2 Error: is disabled on this device
Unsupported NVDIMM detected,memory,train,['NVDIMM'],Unsupported detected
Battery - The battery cannot provide sufficient power.,battery,train,['Battery'],#NAME?
The system power supply or power source ismalfunctioning,power,test,['power'],The system supply or source ismalfunctioning
sm-notify: nsm_rpc_sendto: sendto failed: Network is unreachable,nic,train,['failed:'],sm-notify: nsm_rpc_sendto: sendto Network is unreachable
kernel: pci [pci id] BAR [NUM]: no space for [mem size 0x[kNUM] 64bit],os,test,"['kernel:', 'pci']",[pci id] BAR [NUM]: no space for [mem size 0x[kNUM] 64bit]
Fan failure detected on power supply arg1 .,fan,train,['Fan'],failure detected on power supply arg1 .
"systemd: openib[eth ID].service: Main process exited, code=exited, status=3[path]",service,train,['systemd:'],"openib[eth ID].service: Main process exited, code=exited, status=3[path]"
kernel: [PID](python) over core_pipe_limit,"resource management, scheduler",train,['kernel:'],[PID](python) over core_pipe_limit
NVDIMM erase error,memory,train,['error'],NVDIMM erase
Unable to read or change any of the system BIOS configuration settings.,"bios, firmware, driver",train,['BIOS'],Unable to read or change any of the system configuration settings.
systemd: remote-fs.target: Job remote-fs.target[path] failed with result 'dependency'.,service,test,['systemd:'],remote-fs.target: Job remote-fs.target[path] failed with result 'dependency'.
An under voltage fault detected on power supply arg1 .,"voltage, current",test,['voltage'],An under fault detected on power supply arg1 .
kernel: NVRM: The NVIDIA probe routine failed for 1 device(s).,"bios, firmware, driver",train,['probe'],kernel: NVRM: The NVIDIA routine failed for 1 device(s).
unbound-anchor: [1637420413] libunbound[3094810:0] error: could not fflush([path]): no space left on device,file system,train,"['error:', 'unbound-anchor:']",[1637420413] libunbound[3094810:0] could not fflush([path]): no space left on device
mmsysmon: [E] Event raised: No relevant NICs detected,nic,train,['mmsysmon:'],[E] Event raised: No relevant NICs detected
Server_Administrator: [NUM] - Storage Service Controller event log: Battery relearn pending: Battery is under charge: Controller 0 (PERC H745 Adapter),battery,train,"['log:', 'Battery']",Server_Administrator: [NUM] - Storage Service Controller event relearn pending: is under charge: Controller 0 (PERC H745 Adapter)
kernel: LustreError: LOG ID:(client.c:[kNUM]:ptlrpc_import_delay_req()) @@@ invalidate in flight req@[ID] x[ID][path]([NUM]) o[kNUM]>lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:28[path] lens 328[path] e 0 to 1 dl [kNUM] ref 1 fl Rpc:X[path] rc 0[path],file system,train,"['LustreError:', 'kernel:', 'LOG']",ID:(client.c:[kNUM]:ptlrpc_import_delay_req()) @@@ invalidate in flight req@[ID] x[ID][path]([NUM]) o[kNUM]>lsr05-OST[kNUM]osc-[ID]@[ip]@o2ib:28[path] lens 328[path] e 0 to 1 dl [kNUM] ref 1 fl Rpc:X[path] rc 0[path]
The peripheral sled in the slot arg1 has a power issue and is automatically turned off.,power,train,"['power', 'off.']",The peripheral sled in the slot arg1 has a issue and is automatically turned
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 2, SM [NUM]:) Misaligned PC",gpu,train,"['kernel:', 'NVRM:']","Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 2, SM [NUM]:) Misaligned PC"
"kernel: Buffer I/O error on dev sdb1, logical block 0, lost sync page write",storage,train,"['Buffer', 'dev']","kernel: I/O error on sdb1, logical block 0, lost sync page write"
"Network adapter link down (Slot %1, Port %2)",nic,test,['Network'],"adapter link down (Slot %1, Port %2)"
"NVRM: Xid (PCI:0000:84:00): 31, pid=19159, Ch 00000008, intr 10000000. MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_6 faulted @ 0x25_abf64000. Fault is of type FAULT_PTE ACCESS_TYPE_READ",gpu,train,"['NVRM:', 'Xid', '31,']","(PCI:0000:84:00): pid=19159, Ch 00000008, intr 10000000. MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_6 faulted @ 0x25_abf64000. Fault is of type FAULT_PTE ACCESS_TYPE_READ"
kernel: FAT-fs (sdb[NUM]:) unable to read boot sector,file system,train,['boot'],kernel: FAT-fs (sdb[NUM]:) unable to read sector
Fan arg1 RPM is less than the lower critical threshold.,fan,train,['RPM'],Fan arg1 is less than the lower critical threshold.
The IO Module in slot arg1 has encountered a critical issue with its application software. Error Code: arg2 .,"bus, io module, pci",test,['slot'],The IO Module in arg1 has encountered a critical issue with its application software. Error Code: arg2 .
Uncorrectable PCI Express Error detected,"bus, io module, pci",train,['Error'],Uncorrectable PCI Express detected
Unable to complete the operation because the network interface is not ready.,nic,test,"['ready.', 'network']",Unable to complete the operation because the interface is not
Slot %1 Smart Array - Memory error occurredduring self-test,storage,train,['Slot'],%1 Smart Array - Memory error occurredduring self-test
The SAS IOM arg1 has detected multiple ECC memory errors.,memory,train,['SAS'],The IOM arg1 has detected multiple ECC memory errors.
Unable to read or write the file because an I/O error occurred.,storage,train,"['I/O', 'file']",Unable to read or write the because an error occurred.
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,file system,train,"['mmfs:', '[E]']",Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.
systemd: libvirtd-admin.socket: Found dependency [path][path],service,train,['systemd:'],libvirtd-admin.socket: Found dependency [path][path]
kernel: LustreError: LOG ID:(file.c:218:ll_close_inode_openhandle()) lsr[kNUM]lilmv-[ID]: inode [0x[kNUM]:0x[kNUM]:[ADDR]] mdc close failed: rc = [kNUM],file system,test,"['LustreError:', 'LOG']",kernel: ID:(file.c:218:ll_close_inode_openhandle()) lsr[kNUM]lilmv-[ID]: inode [0x[kNUM]:0x[kNUM]:[ADDR]] mdc close failed: rc = [kNUM]
mmfs: [E] Message ID [Message ID] was lost by node [ip] [sth NODE ID] wasLost 2,file system,train,"['mmfs:', '[E]']",Message ID [Message ID] was lost by node [ip] [sth NODE ID] wasLost 2
systemd: libvirtd-ro.socket: Failed with result 'service-start-limit-hit'.,service,train,['Failed'],systemd: libvirtd-ro.socket: with result 'service-start-limit-hit'.
