text,class,label,train/test,top_attention_words,masked_text_attention
"Hard Drive arg1 - S/N arg2 , self test did not complete.",storage,0,train,"['did', ',']",Hard Drive arg1 - S/N arg2 self test not complete.
mmsysmon: [E] Event raised: IBM Spectrum Scale port [NUM] is not active.,file system,0,train,"['is', 'raised:']",mmsysmon: [E] Event IBM Spectrum Scale port [NUM] not active.
Slot X Drive Array: Write-Back Cache backuppreviously failed,storage,0,train,['failed'],Slot X Drive Array: Write-Back Cache backuppreviously
systemd: multipathd.socket: Failed with result 'trigger-limit-hit'.,service,0,test,['Failed'],systemd: multipathd.socket: with result 'trigger-limit-hit'.
kernel: LustreError: [kNUM]: MGC[ip]@o2ib: connection MGS (at [ip]@o2ib) was lost; in progress operations using this service will fail,file system,0,train,"['was', 'lost;']",kernel: LustreError: [kNUM]: MGC[ip]@o2ib: connection MGS (at [ip]@o2ib) in progress operations using this service will fail
"mmfs: [X] File System gpfs.sr06 unmounted by the system with return code 16, reason 1546663165, at line 1132 in [path]",file system,0,train,"['with', 'File']","mmfs: [X] System gpfs.sr06 unmounted by the system return code 16, reason 1546663165, at line 1132 in [path]"
kernel: pcieport [NUM]:8a:[kNUM]: can't change power state from D0 to D3hot (config space inaccessible),"bios, firmware, driver",0,test,"['kernel:', ""can't""]",pcieport [NUM]:8a:[kNUM]: change power state from D0 to D3hot (config space inaccessible)
nv-fabricmanager: failed to establish control connection all the local fabric managers,"bios, firmware, driver",0,train,"['failed', 'to']",nv-fabricmanager: establish control connection all the local fabric managers
Slot X Drive Array: Cache Module Self-Test erroroccurred,storage,0,train,['erroroccurred'],Slot X Drive Array: Cache Module Self-Test
"openib[eth ID]: Module mlx5_ib belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,test,"['belong', 'which']","openib[eth ID]: Module mlx5_ib to kernel-modules is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
kernel: LNetError: LOG ID:(lib-move.c:[kNUM]:lnet_handle_find_routed_path()) no route to [ip]@o2ib[eth ID] from <?>,file system,0,train,"['no', 'kernel:']",LNetError: LOG ID:(lib-move.c:[kNUM]:lnet_handle_find_routed_path()) route to [ip]@o2ib[eth ID] from <?>
Patrol Read found an uncorrectable media error on arg1 .,storage,0,train,['found'],Patrol Read an uncorrectable media error on arg1 .
kernel: [PID](lmp) over core_pipe_limit,"resource management, scheduler",0,train,['kernel:'],[PID](lmp) over core_pipe_limit
kernel: mpt3sas_cm0: SAS host is non-operational !!!!,storage,0,train,['is'],kernel: mpt3sas_cm0: SAS host non-operational !!!!
kernel: LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lsr05: revalidate FID [0x[kNUM]:0x[kNUM]:[ADDR]] error: rc = -5,file system,0,train,"['kernel:', '=']",LustreError: LOG ID:(file.c:[kNUM]:ll_inode_revalidate_fini()) lsr05: revalidate FID [0x[kNUM]:0x[kNUM]:[ADDR]] error: rc -5
kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] pref],os,0,train,"['to', 'kernel:']",pci [pci id] BAR [NUM]: failed assign [mem size 0x[kNUM] pref]
The Non-Volatile Dual In-line Memory Module (NVDIMM) device in the slot arg1 is unable to save the data during the previous system shutdown operation or power loss.,memory,0,train,"['The', 'is', 'to']",Non-Volatile Dual In-line Memory Module (NVDIMM) device in slot arg1 unable save data during previous system shutdown operation or power loss.
A fatal IO error detected on a component at bus arg1 device arg2 function arg3 .,"bus, io module, pci",0,train,"['A', 'error']",fatal IO detected on component at bus arg1 device arg2 function arg3 .
nm-dispatcher: exiting but there are still 1 requests pending,service,0,test,['but'],nm-dispatcher: exiting there are still 1 requests pending
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp exception (GPC 0, TPC 0, SM [NUM]:) Misaligned Address",gpu,0,test,"['kernel:', 'exception']","NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp (GPC 0, TPC 0, SM [NUM]:) Misaligned Address"
Fan arg1 RPM is outside of range.,fan,0,train,['is'],Fan arg1 RPM outside of range.
systemd: Failed to start Network Manager.,service,0,train,['to'],systemd: Failed start Network Manager.
mmfs: [E] Unable to contact any quorum nodes during cluster probe.,file system,0,train,"['Unable', 'to']",mmfs: [E] contact any quorum nodes during cluster probe.
Slot %1 Error - The UEFI driver for the devicestopped because the NVM image is newer thanexpected,storage,0,train,"['Error', 'driver']",Slot %1 - The UEFI for the devicestopped because the NVM image is newer thanexpected
Multi-bit memory errors detected on a Dual In-line Memory Module (DIMM) device arg1 .,memory,0,train,"['errors', 'detected']",Multi-bit memory on a Dual In-line Memory Module (DIMM) device arg1 .
kernel: FAT-fs (sdb[NUM]:) Directory bread(block [kNUM]) failed,file system,0,train,['failed'],kernel: FAT-fs (sdb[NUM]:) Directory bread(block [kNUM])
Unable to initialize the memory because one or more errors have occurred during the NVDIMM initialization in the slot arg1 .,memory,0,test,"['because', 'to']",Unable initialize the memory one or more errors have occurred during the NVDIMM initialization in the slot arg1 .
Backplane arg1 arg2 connector incorrectly connected to the motherboard SATA controller.,board,0,train,"['incorrectly', 'connector']",Backplane arg1 arg2 connected to the motherboard SATA controller.
Unable to turn on the server arg1 because of an inconsistency between the I/O module and mezzanine card.,"bus, io module, pci",0,train,"['inconsistency', 'to']",Unable turn on the server arg1 because of an between the I/O module and mezzanine card.
pmie_check: mktemp: failed to create directory via template ??path]?? no space left on device,file system,0,train,"['failed', 'directory']",pmie_check: mktemp: to create via template ??path]?? no space left on device
The backplane is absent.,board,0,train,['is'],The backplane absent.
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics Exception: ESR 0x[kNUM]=0x[kNUM] 0x[kNUM]=[ADDR] 0x[kNUM]=0x[kNUM] 0x[kNUM]=0x[kNUM]",gpu,0,train,"['kernel:', 'Exception:']","NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics ESR 0x[kNUM]=0x[kNUM] 0x[kNUM]=[ADDR] 0x[kNUM]=0x[kNUM] 0x[kNUM]=0x[kNUM]"
"Power supply arg1 is operating at 110 volts, and could cause a circuit breaker fault.",power,0,train,"['is', 'arg1']","Power supply operating at 110 volts, and could cause a circuit breaker fault."
The arg1 controller is stuck in boot mode.,os,0,test,['The'],arg1 controller is stuck in boot mode.
Unable to complete the requested operation because of an issue in communicating with the lead chassis.,board,0,train,"['Unable', 'lead']",to complete the requested operation because of an issue in communicating with the chassis.
Chassis Management Controller is unable to turn on arg1 - arg2 because of insufficient power.,power,0,train,"['is', 'unable']",Chassis Management Controller to turn on arg1 - arg2 because of insufficient power.
kernel: FAT-fs (sdb[NUM]:) Can't find a valid FAT filesystem,file system,0,test,['kernel:'],FAT-fs (sdb[NUM]:) Can't find a valid FAT filesystem
"%1 Storage system overheating (%2Slot %3,Temperature Sensor %4, Location %5,Temperature %6)",storage,0,train,"['system', 'Location']","%1 Storage overheating (%2Slot %3,Temperature Sensor %4, %5,Temperature %6)"
Slot %1 Smart Array: Storage enclosurefirmware problem detected: %2. %3,"bios, firmware, driver",0,test,['detected:'],Slot %1 Smart Array: Storage enclosurefirmware problem %2. %3
Disk drive bay arg1 current is outside of range.,"voltage, current",0,train,['is'],Disk drive bay arg1 current outside of range.
The Complex Programmable Logic Device (CPLD) cannot arm for the Asynchronous DRAM Refresh (ADR) signal. It might be due to Intel Persistent Memory DIMMs failed to initialize.,memory,0,train,"['cannot', 'The', 'failed']",Complex Programmable Logic Device (CPLD) arm for Asynchronous DRAM Refresh (ADR) signal. It might be due to Intel Persistent Memory DIMMs to initialize.
Power fault detected: M.2 riser,power,0,train,['detected:'],Power fault M.2 riser
The Management Engine is not responding.,"bmc, management module",0,train,['is'],The Management Engine not responding.
Chassis Management Controller is unable to turn on server- arg1 because the power supply redundancy is lost and Performance Over Power Redundancy feature is disabled and the power required is less than the available power.,power,0,train,"['unable', 'because', 'to']",Chassis Management Controller is turn on server- arg1 the power supply redundancy is lost and Performance Over Power Redundancy feature is disabled and the power required is less than the available power.
kernel: power_meter ACPI[kNUM]:00: Ignoring unsafe software power cap!,"bios, firmware, driver",0,test,['kernel:'],power_meter ACPI[kNUM]:00: Ignoring unsafe software power cap!
"systemd: openib[eth ID].service: Main process exited, code=exited, status=2[path]",service,0,train,['systemd:'],"openib[eth ID].service: Main process exited, code=exited, status=2[path]"
kernel: nvidia [device id]: aer_uncor_severity: 0x[kNUM],gpu,0,train,['kernel:'],nvidia [device id]: aer_uncor_severity: 0x[kNUM]
"Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU101, Message: Power supply PS2 Status is not present.",power,0,train,"['is', 'not']","Server_Administrator: [NUM] - Instrumentation Severity: Critical, Category: System Health, MessageID: PSU101, Message: Power supply PS2 Status present."
PCIe Slot Training Failure,"bus, io module, pci",0,train,['Failure'],PCIe Slot Training
systemd: libvirtd.socket: Failed with result 'service-start-limit-hit'.,service,0,train,['Failed'],systemd: libvirtd.socket: with result 'service-start-limit-hit'.
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE CE4 HUBCLIENT_HSCE0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_WRITE",gpu,0,train,"['kernel:', 'is', 'Fault:']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE CE4 HUBCLIENT_HSCE0 faulted @ 0x[kNUM]_[kNUM] Fault of type FAULT_PDE access_TYPE_VIRT_WRITE"
The Chassis Management Controller (CMC) is unable to communicate with the PCIe switch board.,"bmc, management module",0,train,"['The', 'is']",Chassis Management Controller (CMC) unable to communicate with PCIe switch board.
The IO Module in slot arg1 has exceeded temperature threshold.,"bus, io module, pci",0,train,['has'],The IO Module in slot arg1 exceeded temperature threshold.
IO module arg1 is removed.,"bus, io module, pci",0,test,['is'],IO module arg1 removed.
The storage battery is absent.,battery,0,test,['is'],The storage battery absent.
Memory device at location arg1 is throttled.,memory,0,test,['is'],Memory device at location arg1 throttled.
kernel: LustreError: LOG ID:(mgc_request.c:[kNUM]:mgc_process_config()) MGC[ip]@o2ib[eth ID]: can't process params llog: rc = -4,file system,0,test,"['kernel:', ""can't""]",LustreError: LOG ID:(mgc_request.c:[kNUM]:mgc_process_config()) MGC[ip]@o2ib[eth ID]: process params llog: rc = -4
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection by peer). Attempting reconnect.,file system,0,train,"['mmfs:', 'peer).']",[E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]> (connection by Attempting reconnect.
An over current fault detected on power supply arg1 .,"voltage, current",0,train,['An'],over current fault detected on power supply arg1 .
A failing memory buffer has been detected during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .,memory,0,train,"['has', 'buffer']",A failing memory been detected during Scalable Memory Interconnect (SMI) initialization on memory riser arg1 .
"NVRM: Xid (PCI:0000:08:00): 56, pid=64268, CMDre 00000001 00000080 00000000 00000005 00000034",gpu,0,train,"['NVRM:', 'Xid']","(PCI:0000:08:00): 56, pid=64268, CMDre 00000001 00000080 00000000 00000005 00000034"
Uncorrectable UPI error was detected onprocessor %1,cpu,0,train,['was'],Uncorrectable UPI error detected onprocessor %1
Unable to stop all APs. The system may be unstable and should be rebooted.,os,0,train,"['stop', 'Unable']",to all APs. The system may be unstable and should be rebooted.
kernel: ? nvidia_exit_module+[ADDR][path] [nvidia],"bios, firmware, driver",0,train,['kernel:'],? nvidia_exit_module+[ADDR][path] [nvidia]
Drive arg1 is removed from disk drive bay arg2 .,storage,0,train,['is'],Drive arg1 removed from disk drive bay arg2 .
The system board arg1 temperature is less than the lower critical threshold.,board,0,train,"['is', 'The']",system board arg1 temperature less than lower critical threshold.
A DIMM with unsupported voltage is installed on memory slot arg1 .,"voltage, current",0,train,"['is', 'voltage']",A DIMM with unsupported installed on memory slot arg1 .
Temperature of NIC adapter in slot arg1 is greater than normal operating range possibly due to an issue in the cooling system or a fan that is no longer functioning correctly.,nic,0,train,"['is', 'Temperature', 'slot']",of NIC adapter in arg1 greater than normal operating range possibly due to an issue in the cooling system or a fan that no longer functioning correctly.
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.,file system,0,test,"['mmfs:', 'Close']",[E] connection [ip] [vngpuc NODE ID] <c0n[interface ID]>:[0] (connection by peer). Attempting reconnect.
nv-fabricmanager: detected NVSwitch non-fatal error 19084 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM],switch,0,test,"['detected', 'error']",nv-fabricmanager: NVSwitch non-fatal 19084 [path] 0 [path] pci bus id [ID]:A9:00.0 physical id [ID] port [NUM]
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PTE  access_TYPE_VIRT_WRITE",gpu,0,test,"['kernel:', 'Fault:', 'is']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE GRAPHICS GPCCLIENT_T1_10 faulted @ 0x[kNUM]_[kNUM] Fault of type FAULT_PTE access_TYPE_VIRT_WRITE"
Power management firmware initialization error.,"bios, firmware, driver",0,train,['error.'],Power management firmware initialization
Fan redundancy is lost.,fan,0,train,['Fan'],redundancy is lost.
Non-Volatile Memory corruption detected,storage,0,train,['corruption'],Non-Volatile Memory detected
The arg1 sensor has failed with a value of arg2 RPM.,fan,0,train,"['The', 'failed']",arg1 sensor has with a value of arg2 RPM.
Power supply unit arg1 rating exceeds the system power distribution limits.,power,0,train,"['exceeds', 'rating']",Power supply unit arg1 the system power distribution limits.
The system inlet temperature is less than the lower critical threshold.,board,0,train,"['is', 'The']",system inlet temperature less than lower critical threshold.
"Server_Administrator: [NUM] - Storage Service Severity: Critical, Category: Storage, MessageID: ENC23, Message: has - Issue with PHY Slot 1.",storage,0,train,"['Service', 'with']","Server_Administrator: [NUM] - Storage Severity: Critical, Category: Storage, MessageID: ENC23, Message: has - Issue PHY Slot 1."
"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Fatal, Link 25 LTSSM Fault Up",switch,0,test,"['Up', 'kernel:']","nvidia-nvswitch0: SXid (PCI:[device id]): 20034, Fatal, Link 25 LTSSM Fault"
"%1 Inadequate power to power on: %2(Enclosure Serial Number %3, Bay %4)",power,0,train,"['to', 'on:']","%1 Inadequate power power %2(Enclosure Serial Number %3, Bay %4)"
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.,file system,0,train,"['mmfs:', 'Close']",[E] connection [ip] [agpu NODE ID] <c0n[interface ID]>:[1] (connection by peer). Attempting reconnect.
"mmfs: [E] Killing connection [ip], err 120",file system,0,train,['connection'],"mmfs: [E] Killing [ip], err 120"
The system memory has faced an uncorrectable multi-bit memory errors in the non-execution path of a memory device at the location arg1 .,memory,0,train,"['errors', 'has']",The system memory faced an uncorrectable multi-bit memory in the non-execution path of a memory device at the location arg1 .
systemd: libvirtd.service: Failed with result 'exit-code'.,service,0,train,['Failed'],systemd: libvirtd.service: with result 'exit-code'.
"mmfs: Error=MMFS_DISKFAIL, ID=[ID], Tag=[ID]: Disk failure. Volume gpfs.sr06. rc = 5. Physical volume DATANSD31",storage,0,train,"['mmfs:', 'failure.']","Error=MMFS_DISKFAIL, ID=[ID], Tag=[ID]: Disk Volume gpfs.sr06. rc = 5. Physical volume DATANSD31"
mmfs: [E] Close connection [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.,file system,0,train,"['connection', 'mmfs:']",[E] Close [ip] [agpu NODE ID] <c0n[interface ID]>:[0] (Broken pipe). Attempting reconnect.
"kernel: NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 0, SM [NUM]:) MMU NACK Errors",gpu,0,train,"['kernel:', 'Errors']","NVRM: Xid (PCI:[device id]): 13, pid=[PIDNUM], Graphics SM Warp Exception (GPC 0, TPC 0, SM [NUM]:) MMU NACK"
kernel: nvidia: module license 'NVIDIA' taints kernel.,"bios, firmware, driver",0,test,['license'],kernel: nvidia: module 'NVIDIA' taints kernel.
kernel: watchdog: BUG: soft lockup - CPU#[CPU NUM] stuck for [SEC]s! [cu[kNUM]vtHandlr:[NUM],os,0,train,"['stuck', 'kernel:']",watchdog: BUG: soft lockup - CPU#[CPU NUM] for [SEC]s! [cu[kNUM]vtHandlr:[NUM]
mmsysmon: [E] Event raised: Physical link of the NIC eno[eth ID] is down,file system,0,test,"['is', 'down']",mmsysmon: [E] Event raised: Physical link of the NIC eno[eth ID]
One or more graphics processing unit (GPU) adapters are not operating correctly because the power cables between the GPU adapters and motherboard are not correctly connected.,board,0,train,"['are', 'because', 'One']",or more graphics processing unit (GPU) adapters not operating correctly the power cables between the GPU adapters and motherboard not correctly connected.
UEFI: Memory error detected. :OR: LEGACY: Memory - integrity test discrepancy.,memory,0,train,['error'],UEFI: Memory detected. :OR: LEGACY: Memory - integrity test discrepancy.
Slot %1 Error - The UEFI driver for the devicedetected a newer version of the NVM image thanexpected.,storage,0,train,"['Error', 'image']",Slot %1 - The UEFI driver for the devicedetected a newer version of the NVM thanexpected.
Power required by the system exceeds the power supplied by the Power Supply Units (PSUs).,power,0,train,"['exceeds', 'the']",Power required by system power supplied by Power Supply Units (PSUs).
"kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA with [ip]@o2ib[eth ID] ([NUM]:) c: 3, oc: 0, rc: 8",file system,0,train,"['kernel:', 'with']","LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_check_conns()) Timed out RDMA [ip]@o2ib[eth ID] ([NUM]:) c: 3, oc: 0, rc: 8"
System board - CMOS battery failure detected.,board,0,train,['-'],System board CMOS battery failure detected.
rpc.statd: Failed to insert: writing [path][ip]: no space left on device,file system,0,train,"['insert:', 'Failed']",rpc.statd: to writing [path][ip]: no space left on device
kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 1,storage,0,train,"['kernel:', 'bad']",megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy for slot 1
iSCSI link/session is down,nic,0,train,['is'],iSCSI link/session down
NVDIMM Error: Unsupported NVDIMM-Nconfiguration detected,"setting, config",0,train,['detected'],NVDIMM Error: Unsupported NVDIMM-Nconfiguration
Unable to turn on the server because of current power settings in the chassis.,power,0,test,"['because', 'Unable']",to turn on the server of current power settings in the chassis.
kernel: XFS (md[NUM]:) Please unmount the filesystem and rectify the problem(s),file system,0,test,['kernel:'],XFS (md[NUM]:) Please unmount the filesystem and rectify the problem(s)
The power supplies are not redundant. Insufficient resources to maintain normal operations.,power,0,train,"['are', 'The']",power supplies not redundant. Insufficient resources to maintain normal operations.
Drive array reports incorrect drive replacement,storage,0,train,['replacement'],Drive array reports incorrect drive
"kernel: NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU Fault: ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault is of type FAULT_PDE  access_TYPE_VIRT_READ",gpu,0,train,"['kernel:', 'Fault:', 'is']","NVRM: Xid (PCI:[device id]): 31, pid=[PIDNUM], Ch [kNUM], intr [kNUM] MMU ENGINE GRAPHICS GPCCLIENT_T1_0 faulted @ 0x[kNUM]_[kNUM] Fault of type FAULT_PDE access_TYPE_VIRT_READ"
Unable to turn on the server because the power supplied by the Chassis Manager is insufficient.,power,0,train,"['because', 'is']",Unable to turn on the server the power supplied by the Chassis Manager insufficient.
kernel: LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_cm_callback()) [ip]@o2ib DISCONNECTED,file system,0,test,['kernel:'],LNetError: LOG ID:(o2iblnd_[kNUM]:[kNUM]:kiblnd_cm_callback()) [ip]@o2ib DISCONNECTED
mmfs: [E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection out). Attempting reconnect.,file system,0,train,"['out).', 'mmfs:']",[E] Close connection [ip] [vngpuc NODE ID] <c0n[interface ID]> (connection Attempting reconnect.
root: : Error: Module gdrdrv does not exist,"bios, firmware, driver",0,test,['exist'],root: : Error: Module gdrdrv does not
The arg1 connection is down. Error code: arg2 .,nic,0,train,['is'],The arg1 connection down. Error code: arg2 .
kernel: mlx5_core [device id]: poll_health:853:([PID]): device's health compromised - reached miss count,switch,0,test,"['count', 'kernel:']",mlx5_core [device id]: poll_health:853:([PID]): device's health compromised - reached miss
Invalid boot sector found.,storage,0,train,['Invalid'],boot sector found.
Persistent correctable memory error limit reached for a memory device at location(s) arg1 .,memory,0,test,"['reached', 'at']",Persistent correctable memory error limit for a memory device location(s) arg1 .
kernel: LNetError: LOG ID:(o2iblnd_cbAug 24 17:52:19 [agpu NODE ID] kernel: Linux version [version][kNUM]l8_4.x86_64 (mockbuild@x86-vm[kNUM]uild.eng.bos.redhat.com) (gcc version [version] [kNUM] (Red Hat [ADDR][kNUM]) (GCC)) #1 SMP M[path] 18 14:34:11 EDT [kNUM],file system,0,train,"['18', '24', '#1']",kernel: LNetError: LOG ID:(o2iblnd_cbAug 17:52:19 [agpu NODE ID] kernel: Linux version [version][kNUM]l8_4.x86_64 (mockbuild@x86-vm[kNUM]uild.eng.bos.redhat.com) (gcc version [version] [kNUM] (Red Hat [ADDR][kNUM]) (GCC)) SMP M[path] 14:34:11 EDT [kNUM]
Stuck bit memory error detected on a memory device at location arg1 .,memory,0,test,"['Stuck', 'error']",bit memory detected on a memory device at location arg1 .
External chassis power supply not functioning,power,0,train,['not'],External chassis power supply functioning
Battery - Battery issue detected.,battery,0,train,['detected.'],Battery - Battery issue
Chassis power level current is less than the lower critical threshold.,"voltage, current",0,train,"['is', 'current']",Chassis power level less than the lower critical threshold.
"MemBIST RMT: %1 margin out of range at CPU%2 DIMM %3, Count %4",memory,0,train,"['margin', 'RMT:']","MemBIST %1 out of range at CPU%2 DIMM %3, Count %4"
The system power is automatically recovered because of an AC brownout in the power supply unit (PSU).,power,0,test,"['recovered', 'is']",The system power automatically because of an AC brownout in the power supply unit (PSU).
Memory initialization error,memory,0,train,['error'],Memory initialization
QuickPath Interconnect (QPI) fatal error.,"bus, io module, pci",0,train,['fatal'],QuickPath Interconnect (QPI) error.
fsnotifier: inotify_add_watch([path]): no space left on device,file system,0,train,['no'],fsnotifier: inotify_add_watch([path]): space left on device
"kernel: nvidia-nvswitch0: SXid (PCI:[device id]): 22013, Non-fatal, Link 09 Minion DLREQ interrupt",switch,0,train,"['kernel:', '09']","nvidia-nvswitch0: SXid (PCI:[device id]): 22013, Non-fatal, Link Minion DLREQ interrupt"
kernel: lockd: unexpected unlock status: 7,service,0,train,['unlock'],kernel: lockd: unexpected status: 7
journal: Locale not supported by C library.#012#011Using the fallback 'C' locale.,"framework, library",0,test,"['not', 'journal:']",Locale supported by C library.#012#011Using the fallback 'C' locale.
mmsysmon: [E] Event raised: Physical link of the NIC docker[eth ID] is down,file system,0,train,"['is', 'down']",mmsysmon: [E] Event raised: Physical link of the NIC docker[eth ID]
kernel: pci [pci id] BAR [NUM]: failed to assign [mem size 0x[kNUM] 64bit],os,0,test,"['to', 'assign']",kernel: pci [pci id] BAR [NUM]: failed [mem size 0x[kNUM] 64bit]
An internal memory error has occurred and a failover condition is detected.,memory,0,train,"['and', 'is']",An internal memory error has occurred a failover condition detected.
nv-fabricmanager: NVSwitch port connected to GPU index [IDX] pci bus id [ID]:8B:00.0 experienced an NVLink fatal error and requires port reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.,switch,0,train,"['index', 'connected', 'experienced', 'nv-fabricmanager:', 'port']",NVSwitch to GPU [IDX] pci bus id [ID]:8B:00.0 an NVLink fatal error and requires reset to recover. All the running CUDA jobs [path] GPU will be affected.#012Resetting the specified GPU may clear the issue. Please refer to your system user [USER ID] for GPU reset instructions.
"CPU Stress Thermal condition. Limit arg1 C, Actual arg2 C.",cpu,0,train,['Stress'],"CPU Thermal condition. Limit arg1 C, Actual arg2 C."
A critical stop occurred during OS load.,os,0,train,['stop'],A critical occurred during OS load.
Unable to turn on the server because a PCIe card or Mezzanine card is not installed.,"bus, io module, pci",0,train,"['because', 'is']",Unable to turn on the server a PCIe card or Mezzanine card not installed.
kernel: nvidia_peermem: Unknown symbol ib_register_peer_memory_client (err 0),"bios, firmware, driver",0,test,['kernel:'],nvidia_peermem: Unknown symbol ib_register_peer_memory_client (err 0)
"kernel: mlx5_core [device id]: mlx5_health_try_recover:382:([PID]): health recovery flow aborted, PCI reads still not working",switch,0,train,"['reads', 'kernel:']","mlx5_core [device id]: mlx5_health_try_recover:382:([PID]): health recovery flow aborted, PCI still not working"
"openib[eth ID]: Module rdma_cm belong to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]","bios, firmware, driver",0,train,"['belong', 'Module']","openib[eth ID]: rdma_cm to kernel-modules which is not a part of MLNX_OFED, skipping...#033[60G[#033[1;31mFAILED#033[0;39m]"
kernel: NVRM: GPU [device id]: GPU has fallen off the bus.,gpu,0,train,['has'],kernel: NVRM: GPU [device id]: GPU fallen off the bus.
systemd: NetworkManager.service: Failed with result 'timeout'.,service,0,train,['Failed'],systemd: NetworkManager.service: with result 'timeout'.
unbound-anchor: [1640012460] libunbound[2036953:0] error: could not fflush([path]): no space left on device,file system,0,train,"['could', 'not']",unbound-anchor: [1640012460] libunbound[2036953:0] error: fflush([path]): no space left on device
nv-fabricmanager: Got error 11 while waiting for child process to finish fabric manager initialization.,"bios, firmware, driver",0,train,"['error', 'Got']",nv-fabricmanager: 11 while waiting for child process to finish fabric manager initialization.
Hard/Optical Drive arg1 - incorrect status: arg2 arg3 .,storage,0,test,['incorrect'],Hard/Optical Drive arg1 - status: arg2 arg3 .
Disk drive bay arg1 current is greater than the upper critical threshold.,"voltage, current",0,train,"['is', 'current']",Disk drive bay arg1 greater than the upper critical threshold.
nv-fabricmanager: failed to allocate handle (client) to NVIDIA GPU driver. Make sure that the NVIDIA driver is installed and running,"bios, firmware, driver",0,train,"['failed', 'to']",nv-fabricmanager: allocate handle (client) NVIDIA GPU driver. Make sure that the NVIDIA driver is installed and running
kernel: megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy bad for slot 4,storage,0,train,"['kernel:', 'bad']",megaraid_sas [device id]: [kNUM] ([NUM]s[path]) - Enclosure PD 86(c None[path]) phy for slot 4
A link width degradation has occurred in the CPU interconnect arg1 .,cpu,0,train,"['has', 'link']",A width degradation occurred in the CPU interconnect arg1 .
mmfs: [E] mmcommon: [E] The command was unable to reach the CCR service [path] quorum node. Ensure the CCR service (mmfsd or mmsdrserv daemon) is running [path] quorum nodes and the communication is not blocked by the firewall.,file system,0,train,"['to', 'was', 'unable']",mmfs: [E] mmcommon: [E] The command reach the CCR service [path] quorum node. Ensure the CCR service (mmfsd or mmsdrserv daemon) is running [path] quorum nodes and the communication is not blocked by the firewall.
Temperature exceeded on PCIe disk %1,"bus, io module, pci",0,train,['exceeded'],Temperature on PCIe disk %1
Fan arg1 is removed.,fan,0,train,['Fan'],arg1 is removed.
